id,StateCode,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
3442,26,290,4,228,0.01,0
3443,26,FD1,4,182,0,0
3444,26,291,69,7069,0.18,0.07
3445,26,293,3,318,0.01,0
3446,26,267,127,241828,6.05,2.4
3447,26,175,49,6517,0.16,0.06
3448,26,223,26,843,0.02,0.01
3449,26,301,12,8758,0.22,0.09
3450,26,300,127,77470,1.94,0.77
3451,26,302,408,132118,3.3,1.31
3452,26,303,5,,,
3453,26,F31,2,158,0,0
3454,26,FHP,1,24,0,0
3455,26,307,3,,,
3456,26,309,10,,,
3457,26,308,1,,,
3458,26,500,1267,508904,12.73,5.05
3459,26,313,19,,,
3460,26,314,13,,,
3461,26,FD2,1,43,0,0
3462,26,FFY,5,118,0,0
3463,26,FFH,3,,,
3464,26,F35,1,15,0,0
3465,26,329,4,602,0.02,0.01
3466,26,331,16,3707,0.09,0.04
3467,26,276,7,12470,0.31,0.12
3468,26,335,25,,,
3469,26,400,5,332,0.01,0
3470,26,D71,5,10984,0.27,0.11
3471,26,339,57,,,
3472,26,F38,2,158,0,0
3473,26,352,3,,,
3474,26,355,230,46464,1.16,0.46
3475,26,356,19,3643,0.09,0.04
3476,26,361,10,664,0.02,0.01
3477,26,364,15,4648,0.12,0.05
3478,26,369,15,5329,0.13,0.05
3479,26,275,4,792,0.02,0.01
3480,26,271,12,19823,0.5,0.2
3481,26,F41,3,,,
3482,26,371,159,62850,1.57,0.62
3483,26,375,2,,,
3484,26,379,1,28,0,0
3485,26,383,3,122,0,0
3486,26,FHG,3,,,
3487,26,395,2,385,0.01,0
3488,26,401,8,794,0.02,0.01
3489,26,403,48,4343,0.11,0.04
3490,26,410,6,5633,0.14,0.06
3491,26,415,3,121,0,0
3492,26,413,220,43064,1.08,0.43
3493,26,419,303,44950,1.12,0.45
3494,26,239,1,40,0,0
3495,26,423,2,900,0.02,0.01
3496,26,F54,4,,,
3497,26,891,14,5466,0.14,0.05
3498,26,431,1,350,0.01,0
3499,26,432,1,64,0,0
3500,26,FHF,3,88,0,0
3501,26,FHR,1,95,0,0
3502,26,FER,2,,,
3503,26,437,1,,,
3504,26,435,25,4292,0.11,0.04
3505,26,443,139,26659,0.67,0.26
3506,26,FGN,8,,,
3507,26,FG5,3,,,
3508,26,445,1,12,0,0
3509,26,F58,1,400,0.01,0
3510,26,449,737,167730,4.19,1.66
3511,26,454,108,,,
3512,26,455,13,3218,0.08,0.03
3513,26,124,31,,,
3514,26,892,8,1450,0.04,0.01
3515,26,462,1,,,
3516,26,179,9,,,
3517,26,463,12,2632,0.07,0.03
3518,26,467,130,39474,0.99,0.39
3519,26,469,128,35852,0.9,0.36
3520,26,FE1,3,414,0.01,0
3521,26,490,1,,,
3522,27,003,6,1752,0.06,0.03
3523,27,012,2,,,
3524,27,FG6,1,,,
3525,27,284,7,,,
3526,27,017,1,30,0,0
3527,27,019,38,10172,0.36,0.18
3528,27,416,1,,,
3529,27,031,36,4511,0.16,0.08
3530,27,FG4,1,,,
3531,27,033,5,,,
3532,27,034,1,500,0.02,0.01
3533,27,040,4,529,0.02,0.01
3534,27,FEX,2,394,0.01,0.01
3535,27,042,1,,,
3536,27,045,12,,,
3537,27,050,1,50,0,0
3538,27,053,254,119851,4.24,2.1
3539,27,220,80,12379,0.44,0.22
3540,27,056,15,1933,0.07,0.03
3541,27,059,1,,,
3542,27,061,1,146,0.01,0
3543,27,063,1,,,
3544,27,069,1,,,
3545,27,E54,1,80,0,0
3546,27,070,1,5,0,0
3547,27,084,1,,,
3548,27,FFM,1,,,
3549,27,081,662,1111644,39.36,19.48
3550,27,FGS,11,,,
3551,27,244,1,,,
3552,27,087,1,,,
3553,27,089,88,27362,0.97,0.48
3554,27,353,17,,,
3555,27,093,7,203,0.01,0
3556,27,097,49,6275,0.22,0.11
3557,27,101,1,160,0.01,0
3558,27,105,28,5638,0.2,0.1
3559,27,F13,2,,,
3560,27,143,1,117,0,0
3561,27,111,2,,,
3562,27,F53,1,,,
3563,27,123,5,898,0.03,0.02
3564,27,127,16,1408,0.05,0.02
3565,27,133,2,,,
3566,27,121,6,225,0.01,0
3567,27,141,16,4210,0.15,0.07
3568,27,145,6,,,
3569,27,151,76,33276,1.18,0.58
3570,27,157,5,274,0.01,0
3571,27,163,24,,,
3572,27,164,12,,,
3573,27,165,46,4851,0.17,0.09
3574,27,167,35,2317,0.08,0.04
3575,27,172,1,,,
3576,27,173,6,,,
3577,27,181,20,7398,0.26,0.13
3578,27,270,5,9332,0.33,0.16
3579,27,183,1,47,0,0
3580,27,057,167,,,
3581,27,186,2,727,0.03,0.01
3582,27,FFW,9,,,
3583,27,FFP,1,72,0,0
3584,27,190,1,,,
3585,27,193,96,17520,0.62,0.31
3586,27,202,1,1500,0.05,0.03
3587,27,204,7,4400,0.16,0.08
3588,27,197,6,593,0.02,0.01
3589,27,201,123,19450,0.69,0.34
3590,27,203,168,,,
3591,27,207,999,607275,21.5,10.64
3592,27,FFE,1,,,
3593,27,209,31,5810,0.21,0.1
3594,27,216,3,,,
3595,27,FGL,24,,,
3596,27,211,2,,,
3597,27,213,2,57,0,0
3598,27,263,5,372,0.01,0.01
3599,27,221,3,165,0.01,0
3600,27,391,11,539,0.02,0.01
3601,27,FFR,6,2070,0.07,0.04
3602,27,388,28,,,
3603,27,233,1,,,
3604,27,FGM,6,,,
3605,27,243,2,,,
3606,27,246,4,2843,0.1,0.05
3607,27,895,5,5831,0.21,0.1
3608,27,896,15,3393,0.12,0.06
3609,27,251,1,20,0,0
3610,27,FHY,2,266,0.01,0
3611,27,FGR,2,0,0,0
3612,27,264,2,418,0.01,0.01
3613,27,262,1,,,
3614,27,268,1,,,
3615,27,272,138,28334,1,0.5
3616,27,FFJ,8,,,
3617,27,283,435,151221,5.35,2.65
3618,27,255,109,45154,1.6,0.79
3619,27,890,7,4851,0.17,0.09
3620,27,288,10,819,0.03,0.01
3621,27,290,1,232,0.01,0
3622,27,FD1,3,163,0.01,0
3623,27,291,2,110,0,0
3624,27,293,7,1097,0.04,0.02
3625,27,267,72,114590,4.06,2.01
3626,27,175,8,4837,0.17,0.08
3627,27,301,3,6100,0.22,0.11
3628,27,300,2,1150,0.04,0.02
3629,27,302,8,4528,0.16,0.08
3630,27,F31,2,268,0.01,0
3631,27,309,2,,,
3632,27,308,38,,,
3633,27,500,454,167891,5.94,2.94
3634,27,313,10,,,
3635,27,314,20,,,
3636,27,FFH,6,,,
3637,27,329,1,26,0,0
3638,27,331,8,1434,0.05,0.03
3639,27,276,6,1760,0.06,0.03
3640,27,FFC,1,,,
3641,27,335,2,,,
3642,27,339,3,,,
3643,27,352,2,,,
3644,27,355,149,25909,0.92,0.45
3645,27,356,8,908,0.03,0.02
3646,27,361,1,75,0,0
3647,27,364,1,2100,0.07,0.04
3648,27,369,1,78,0,0
3649,27,275,2,537,0.02,0.01
3650,27,271,6,11546,0.41,0.2
3651,27,371,20,5833,0.21,0.1
3652,27,373,3,551,0.02,0.01
3653,27,395,1,107,0,0
3654,27,401,2,125,0,0
3655,27,403,19,1672,0.06,0.03
3656,27,FJ1,3,201,0.01,0
3657,27,FJ2,4,509,0.02,0.01
3658,27,410,4,505,0.02,0.01
3659,27,415,1,93,0,0
3660,27,413,98,13681,0.48,0.24
3661,27,419,122,6979,0.25,0.12
3662,27,F51,2,,,
3663,27,414,1,54,0,0
3664,27,239,1,20,0,0
3665,27,F54,3,,,
3666,27,891,18,4170,0.15,0.07
3667,27,431,2,510,0.02,0.01
3668,27,FHF,2,125,0,0
3669,27,FER,1,,,
3670,27,435,23,7796,0.28,0.14
3671,27,443,123,26824,0.95,0.47
3672,27,FGN,4,,,
3673,27,449,329,73529,2.6,1.29
3674,27,454,61,,,
3675,27,455,1,69,0,0
3676,27,124,6,,,
3677,27,237,7,1201,0.04,0.02
3678,27,892,4,2780,0.1,0.05
3679,27,179,33,,,
3680,27,463,14,5310,0.19,0.09
3681,27,467,15,1323,0.05,0.02
3682,27,469,138,53294,1.89,0.93
3683,27,FE1,1,107,0,0
3684,27,490,1,,,
3685,28,003,122,20167,1.15,0.68
3686,28,005,41,8842,0.5,0.3
3687,28,012,3,,,
3688,28,017,18,2610,0.15,0.09
3689,28,019,1,69,0,0
3690,28,416,2,,,
3691,28,031,1,184,0.01,0.01
3692,28,F01,1,,,
3693,28,FG4,1,,,
3694,28,033,4,,,
3695,28,034,3,460,0.03,0.02
3696,28,053,147,22670,1.29,0.77
3697,28,FGJ,3,,,
3698,28,055,11,,,
3699,28,056,2,808,0.05,0.03
3700,28,059,186,,,
3701,28,E54,1,80,0,0
3702,28,FHW,2,83,0,0
3703,28,084,1,,,
3704,28,081,145,99663,5.66,3.37
3705,28,FGS,1,,,
3706,28,087,1,,,
3707,28,089,1,80,0,0
3708,28,353,5,,,
3709,28,093,43,4825,0.27,0.16
3710,28,097,23,2507,0.14,0.08
3711,28,101,191,24026,1.37,0.81
3712,28,D83,1,,,
3713,28,110,42,,,
3714,28,143,8,1616,0.09,0.05
3715,28,111,1,,,
3716,28,F53,3,,,
3717,28,123,48,6708,0.38,0.23
3718,28,127,175,16073,0.91,0.54
3719,28,122,1,,,
3720,28,141,112,22268,1.27,0.75
3721,28,145,57,,,
3722,28,151,50,21649,1.23,0.73
3723,28,155,9,1324,0.08,0.04
3724,28,A47,3,,,
3725,28,D59,8,,,
3726,28,165,40,3245,0.18,0.11
3727,28,167,359,38913,2.21,1.31
3728,28,172,1,,,
3729,28,173,7,,,
3730,28,177,2,,,
3731,28,180,34,,,
3732,28,270,1,149,0.01,0.01
3733,28,185,15,1924,0.11,0.06
3734,28,FFW,2,,,
3735,28,190,1,,,
3736,28,193,83,17618,1,0.59
3737,28,201,3,167,0.01,0.01
3738,28,207,9,1194,0.07,0.04
3739,28,216,22,,,
3740,28,263,2,50,0,0
3741,28,391,2,13,0,0
3742,28,232,40,4922,0.28,0.17
3743,28,FFR,14,4706,0.27,0.16
3744,28,231,2,560,0.03,0.02
3745,28,FGM,3,,,
3746,28,246,2,170,0.01,0.01
3747,28,FGD,1,,,
3748,28,895,3,2630,0.15,0.09
3749,28,896,6,295,0.02,0.01
3750,28,264,1,16,0,0
3751,28,272,102,20760,1.18,0.7
3752,28,283,23,2255,0.13,0.08
3753,28,288,3,174,0.01,0.01
3754,28,267,14,3106,0.18,0.1
3755,28,223,50,3469,0.2,0.12
3756,28,301,15,4114,0.23,0.14
3757,28,300,108,54308,3.09,1.83
3758,28,302,481,116520,6.62,3.93
3759,28,309,1,,,
3760,28,500,566,187963,10.68,6.35
3761,28,C51,1,4,0,0
3762,28,331,4,263,0.01,0.01
3763,28,D71,2,424,0.02,0.01
3764,28,339,15,,,
3765,28,F38,2,113,0.01,0
3766,28,355,84,6870,0.39,0.23
3767,28,356,116,17821,1.01,0.6
3768,28,361,11,976,0.06,0.03
3769,28,364,5,1052,0.06,0.04
3770,28,271,4,721,0.04,0.02
3771,28,F41,1,,,
3772,28,375,1,,,
3773,28,403,11,1527,0.09,0.05
3774,28,413,68,8537,0.49,0.29
3775,28,419,2147,830229,47.17,28.04
3776,28,421,8,,,
3777,28,F54,2,,,
3778,28,891,2,34,0,0
3779,28,FHF,2,216,0.01,0.01
3780,28,FER,1,,,
3781,28,435,5,243,0.01,0.01
3782,28,443,2,107,0.01,0
3783,28,FGN,2,,,
3784,28,F58,1,100,0.01,0
3785,28,449,989,164073,9.32,5.54
3786,28,454,196,,,
3787,28,124,1,,,
3788,28,463,1,432,0.02,0.01
3789,28,467,1,228,0.01,0.01
3790,28,469,1,12,0,0
3791,29,001,2,90,0,0
3792,29,003,77,18498,0.62,0.3
3793,29,005,9,1975,0.07,0.03
3794,29,012,5,,,
3795,29,016,1,120,0,0
3796,29,284,1,,,
3797,29,017,13,2020,0.07,0.03
3798,29,019,25,23713,0.8,0.39
3799,29,904,3,,,
3800,29,416,3,,,
3801,29,031,130,13571,0.46,0.22
3802,29,FG4,1,,,
3803,29,033,6,,,
3804,29,034,3,180,0.01,0
3805,29,040,4,336,0.01,0.01
3806,29,FEX,1,165,0.01,0
3807,29,042,1,,,
3808,29,050,1,100,0,0
3809,29,053,464,127475,4.28,2.07
3810,29,FGJ,1,,,
3811,29,055,3,,,
3812,29,220,3,264,0.01,0
3813,29,056,12,1874,0.06,0.03
3814,29,059,75,,,
3815,29,061,1,13,0,0
3816,29,062,3,190,0.01,0
3817,29,FDT,5,617,0.02,0.01
3818,29,217,10,,,
3819,29,FE8,1,,,
3820,29,FHW,2,108,0,0
3821,29,081,494,769057,25.81,12.5
3822,29,FGS,6,,,
3823,29,087,4,,,
3824,29,089,3,187,0.01,0
3825,29,353,27,,,
3826,29,093,285,36591,1.23,0.59
3827,29,097,300,64934,2.18,1.05
3828,29,101,19,4518,0.15,0.07
3829,29,105,2,209,0.01,0
3830,29,F13,7,,,
3831,29,143,7,1205,0.04,0.02
3832,29,111,11,,,
3833,29,F53,4,,,
3834,29,123,68,9316,0.31,0.15
3835,29,127,58,13202,0.44,0.21
3836,29,133,4,,,
3837,29,121,7,263,0.01,0
3838,29,141,58,16202,0.54,0.26
3839,29,145,23,,,
3840,29,120,6,,,
3841,29,151,156,72525,2.43,1.18
3842,29,155,3,486,0.02,0.01
3843,29,157,11,392,0.01,0.01
3844,29,A47,2,,,
3845,29,164,1,,,
3846,29,165,188,26055,0.87,0.42
3847,29,167,406,37996,1.28,0.62
3848,29,171,9,510,0.02,0.01
3849,29,172,1,,,
3850,29,173,88,,,
3851,29,180,7,,,
3852,29,270,2,3002,0.1,0.05
3853,29,183,1,165,0.01,0
3854,29,390,1,83,0,0
3855,29,057,4,,,
3856,29,186,2,336,0.01,0.01
3857,29,185,21,1154,0.04,0.02
3858,29,FFT,1,77,0,0
3859,29,286,3,341,0.01,0.01
3860,29,FFW,10,,,
3861,29,FGK,2,,,
3862,29,FFP,1,82,0,0
3863,29,190,3,,,
3864,29,193,89,18306,0.61,0.3
3865,29,202,1,336,0.01,0.01
3866,29,204,1,1100,0.04,0.02
3867,29,198,4,,,
3868,29,197,2,92,0,0
3869,29,201,9,1159,0.04,0.02
3870,29,203,44,,,
3871,29,328,1,112,0,0
3872,29,207,62,15133,0.51,0.25
3873,29,FFE,1,,,
3874,29,209,5,186,0.01,0
3875,29,215,1,,,
3876,29,216,24,,,
3877,29,213,4,382,0.01,0.01
3878,29,263,24,2276,0.08,0.04
3879,29,224,1,,,
3880,29,221,10,655,0.02,0.01
3881,29,222,1,,,
3882,29,391,2,196,0.01,0
3883,29,232,12,2106,0.07,0.03
3884,29,FFR,19,3400,0.11,0.06
3885,29,231,24,5390,0.18,0.09
3886,29,388,12,,,
3887,29,233,1,,,
3888,29,FJ4,1,101,0,0
3889,29,FGM,6,,,
3890,29,243,2,,,
3891,29,246,4,3750,0.13,0.06
3892,29,895,2,3531,0.12,0.06
3893,29,896,21,5740,0.19,0.09
3894,29,247,7,,,
3895,29,FG9,1,,,
3896,29,FHQ,3,438,0.01,0.01
3897,29,FHY,1,61,0,0
3898,29,FGR,1,0,0,0
3899,29,FFD,1,25,0,0
3900,29,264,3,520,0.02,0.01
3901,29,FE9,2,,,
3902,29,262,1,,,
3903,29,268,1,,,
3904,29,272,188,39628,1.33,0.64
3905,29,283,297,118989,3.99,1.93
3906,29,255,4,796,0.03,0.01
3907,29,890,11,5348,0.18,0.09
3908,29,333,2,186,0.01,0
3909,29,278,1,33,0,0
3910,29,FFU,1,192,0.01,0
3911,29,282,6,702,0.02,0.01
3912,29,288,4,260,0.01,0
3913,29,290,2,311,0.01,0.01
3914,29,FDZ,2,323,0.01,0.01
3915,29,267,51,53443,1.79,0.87
3916,29,175,1,18,0,0
3917,29,223,146,10859,0.36,0.18
3918,29,301,9,4970,0.17,0.08
3919,29,300,50,27650,0.93,0.45
3920,29,302,231,79178,2.66,1.29
3921,29,303,1,,,
3922,29,F31,4,569,0.02,0.01
3923,29,309,5,,,
3924,29,308,2,,,
3925,29,500,829,359974,12.08,5.85
3926,29,313,2,,,
3927,29,314,7,,,
3928,29,FD3,1,167,0.01,0
3929,29,FF2,1,100,0,0
3930,29,FD4,1,47,0,0
3931,29,329,3,390,0.01,0.01
3932,29,331,7,535,0.02,0.01
3933,29,276,8,2410,0.08,0.04
3934,29,335,4,,,
3935,29,D71,3,294,0.01,0
3936,29,339,54,,,
3937,29,F38,1,137,0,0
3938,29,352,1,,,
3939,29,355,213,24024,0.81,0.39
3940,29,356,37,7278,0.24,0.12
3941,29,361,5,160,0.01,0
3942,29,364,13,4702,0.16,0.08
3943,29,365,1,,,
3944,29,275,1,124,0,0
3945,29,271,8,13260,0.45,0.22
3946,29,371,2,378,0.01,0.01
3947,29,373,1,91,0,0
3948,29,375,2,,,
3949,29,383,2,69,0,0
3950,29,FHM,1,30,0,0
3951,29,FHG,1,,,
3952,29,401,4,210,0.01,0
3953,29,403,23,1968,0.07,0.03
3954,29,410,2,668,0.02,0.01
3955,29,415,1,7,0,0
3956,29,413,89,14059,0.47,0.23
3957,29,419,1957,636327,21.36,10.34
3958,29,414,2,442,0.01,0.01
3959,29,239,1,23,0,0
3960,29,424,6,2056,0.07,0.03
3961,29,F54,5,,,
3962,29,891,17,3108,0.1,0.05
3963,29,FGQ,1,,,
3964,29,432,3,217,0.01,0
3965,29,FHF,3,132,0,0
3966,29,435,9,1828,0.06,0.03
3967,29,443,136,29013,0.97,0.47
3968,29,FGN,5,,,
3969,29,FG5,2,,,
3970,29,445,3,89,0,0
3971,29,F58,1,180,0.01,0
3972,29,449,710,202124,6.78,3.28
3973,29,454,178,,,
3974,29,455,1,126,0,0
3975,29,124,35,,,
3976,29,237,2,98,0,0
3977,29,892,2,4080,0.14,0.07
3978,29,462,2,,,
3979,29,463,9,4488,0.15,0.07
3980,29,FJ3,7,2060,0.07,0.03
3981,29,467,12,2078,0.07,0.03
3982,29,469,9,1296,0.04,0.02
3983,29,490,1,,,
3984,30,003,3,358,0.09,0.03
3985,30,284,2,,,
3986,30,017,6,722,0.19,0.07
3987,30,019,25,1994,0.53,0.18
3988,30,031,10,939,0.25,0.09
3989,30,033,1,,,
3990,30,053,81,22607,5.99,2.09
3991,30,220,5,443,0.12,0.04
3992,30,056,7,694,0.18,0.06
3993,30,063,1,,,
3994,30,069,1,,,
3995,30,FHW,1,73,0.02,0.01
3996,30,084,2,,,
3997,30,081,195,112389,29.76,10.37
3998,30,FGS,3,,,
3999,30,087,1,,,
4000,30,089,35,5166,1.37,0.48
4001,30,353,4,,,
4002,30,093,12,753,0.2,0.07
4003,30,097,19,2744,0.73,0.25
4004,30,105,5,982,0.26,0.09
4005,30,143,2,235,0.06,0.02
4006,30,111,3,,,
4007,30,F53,1,,,
4008,30,123,8,964,0.26,0.09
4009,30,127,8,683,0.18,0.06
4010,30,133,1,,,
4011,30,141,2,226,0.06,0.02
4012,30,145,3,,,
4013,30,146,1,,,
4014,30,151,127,50552,13.38,4.66
4015,30,157,1,22,0.01,0
4016,30,163,4,,,
4017,30,165,21,1894,0.5,0.17
4018,30,167,39,2503,0.66,0.23
4019,30,172,3,,,
4020,30,173,3,,,
4021,30,181,3,483,0.13,0.04
4022,30,057,3,,,
4023,30,FHX,16,744,0.2,0.07
4024,30,193,33,4088,1.08,0.38
4025,30,197,21,2816,0.75,0.26
4026,30,201,2,447,0.12,0.04
4027,30,203,9,,,
4028,30,207,119,26883,7.12,2.48
4029,30,216,3,,,
4030,30,211,2,,,
4031,30,263,30,7020,1.86,0.65
4032,30,221,1,15,0,0
4033,30,FFR,2,130,0.03,0.01
4034,30,388,10,,,
4035,30,FGM,2,,,
4036,30,246,2,315,0.08,0.03
4037,30,896,3,380,0.1,0.04
4038,30,338,13,133,0.04,0.01
4039,30,264,2,77,0.02,0.01
4040,30,272,51,10350,2.74,0.95
4041,30,FFJ,1,,,
4042,30,FHZ,43,4754,1.26,0.44
4043,30,283,65,11405,3.02,1.05
4044,30,255,33,2996,0.79,0.28
4045,30,890,2,54,0.01,0
4046,30,282,1,95,0.03,0.01
4047,30,288,5,285,0.08,0.03
4048,30,267,3,200,0.05,0.02
4049,30,175,1,74,0.02,0.01
4050,30,223,1,34,0.01,0
4051,30,302,2,126,0.03,0.01
4052,30,307,1,,,
4053,30,309,5,,,
4054,30,308,6,,,
4055,30,500,152,54540,14.44,5.03
4056,30,313,3,,,
4057,30,314,2,,,
4058,30,FFH,1,,,
4059,30,F35,1,30,0.01,0
4060,30,329,4,210,0.06,0.02
4061,30,331,4,370,0.1,0.03
4062,30,339,10,,,
4063,30,355,46,4026,1.07,0.37
4064,30,356,6,1361,0.36,0.13
4065,30,271,1,273,0.07,0.03
4066,30,371,1,65,0.02,0.01
4067,30,FHG,1,,,
4068,30,403,6,388,0.1,0.04
4069,30,410,2,264,0.07,0.02
4070,30,413,38,4583,1.21,0.42
4071,30,419,131,11818,3.13,1.09
4072,30,F51,1,,,
4073,30,F54,4,,,
4074,30,891,1,289,0.08,0.03
4075,30,FHF,4,413,0.11,0.04
4076,30,FER,1,,,
4077,30,437,1,,,
4078,30,435,5,413,0.11,0.04
4079,30,443,25,2835,0.75,0.26
4080,30,FGN,4,,,
4081,30,FG5,1,,,
4082,30,449,105,9827,2.6,0.91
4083,30,454,18,,,
4084,30,455,2,120,0.03,0.01
4085,30,124,4,,,
4086,30,237,3,198,0.05,0.02
4087,30,892,6,1689,0.45,0.16
4088,30,179,3,,,
4089,30,463,5,882,0.23,0.08
4090,30,467,11,1051,0.28,0.1
4091,30,FD8,1,60,0.02,0.01
4092,30,469,10,1161,0.31,0.11
4093,31,003,5,942,0.1,0.05
4094,31,005,2,360,0.04,0.02
4095,31,284,1,,,
4096,31,019,59,8393,0.87,0.43
4097,31,416,1,,,
4098,31,031,5,297,0.03,0.02
4099,31,033,1,,,
4100,31,FG2,1,,,
4101,31,034,3,465,0.05,0.02
4102,31,053,90,24204,2.5,1.23
4103,31,220,3,721,0.07,0.04
4104,31,056,4,659,0.07,0.03
4105,31,063,34,,,
4106,31,071,1,,,
4107,31,084,1,,,
4108,31,081,351,375287,38.83,19.13
4109,31,FGS,1,,,
4110,31,089,27,16656,1.72,0.85
4111,31,353,7,,,
4112,31,093,43,4185,0.43,0.21
4113,31,097,67,18014,1.86,0.92
4114,31,101,1,160,0.02,0.01
4115,31,105,3,246,0.03,0.01
4116,31,143,3,497,0.05,0.03
4117,31,111,1,,,
4118,31,123,11,810,0.08,0.04
4119,31,127,12,780,0.08,0.04
4120,31,133,2,,,
4121,31,121,1,38,0,0
4122,31,141,20,2558,0.26,0.13
4123,31,145,5,,,
4124,31,151,58,25098,2.6,1.28
4125,31,149,1,,,
4126,31,157,4,199,0.02,0.01
4127,31,A47,2,,,
4128,31,164,1,,,
4129,31,165,28,3730,0.39,0.19
4130,31,167,51,4196,0.43,0.21
4131,31,173,8,,,
4132,31,181,7,1952,0.2,0.1
4133,31,270,2,1275,0.13,0.07
4134,31,183,1,182,0.02,0.01
4135,31,390,2,33,0,0
4136,31,057,29,,,
4137,31,FF6,1,,,
4138,31,193,53,7196,0.74,0.37
4139,31,204,1,342,0.04,0.02
4140,31,198,1,,,
4141,31,197,1,0,0,0
4142,31,201,18,2270,0.23,0.12
4143,31,203,66,,,
4144,31,328,1,18,0,0
4145,31,207,234,87686,9.07,4.47
4146,31,216,4,,,
4147,31,FGL,1,,,
4148,31,211,7,,,
4149,31,263,10,938,0.1,0.05
4150,31,221,4,98,0.01,0
4151,31,225,1,51,0.01,0
4152,31,232,1,180,0.02,0.01
4153,31,FFR,4,696,0.07,0.04
4154,31,388,11,,,
4155,31,FGM,1,,,
4156,31,246,4,670,0.07,0.03
4157,31,895,1,9000,0.93,0.46
4158,31,896,5,570,0.06,0.03
4159,31,264,1,142,0.01,0.01
4160,31,272,66,12874,1.33,0.66
4161,31,283,260,101525,10.5,5.18
4162,31,255,36,9698,1,0.49
4163,31,890,6,1473,0.15,0.08
4164,31,288,10,2614,0.27,0.13
4165,31,290,1,104,0.01,0.01
4166,31,291,5,313,0.03,0.02
4167,31,267,12,2402,0.25,0.12
4168,31,175,6,344,0.04,0.02
4169,31,301,1,200,0.02,0.01
4170,31,300,8,8572,0.89,0.44
4171,31,302,15,2430,0.25,0.12
4172,31,309,4,,,
4173,31,500,176,51398,5.32,2.62
4174,31,313,2,,,
4175,31,314,5,,,
4176,31,329,4,284,0.03,0.01
4177,31,331,1,160,0.02,0.01
4178,31,276,1,430,0.04,0.02
4179,31,335,1,,,
4180,31,355,115,16856,1.74,0.86
4181,31,356,10,1782,0.18,0.09
4182,31,361,2,119,0.01,0.01
4183,31,271,2,2125,0.22,0.11
4184,31,371,7,2189,0.23,0.11
4185,31,373,4,409,0.04,0.02
4186,31,401,1,25,0,0
4187,31,403,11,950,0.1,0.05
4188,31,410,1,186,0.02,0.01
4189,31,415,2,106,0.01,0.01
4190,31,413,50,9019,0.93,0.46
4191,31,419,95,17622,1.82,0.9
4192,31,F51,1,,,
4193,31,F54,2,,,
4194,31,891,4,812,0.08,0.04
4195,31,432,1,27,0,0
4196,31,FHF,2,166,0.02,0.01
4197,31,435,4,738,0.08,0.04
4198,31,443,79,14964,1.55,0.76
4199,31,FGN,1,,,
4200,31,449,362,92877,9.61,4.73
4201,31,454,24,,,
4202,31,124,3,,,
4203,31,237,9,798,0.08,0.04
4204,31,892,1,100,0.01,0.01
4205,31,179,1,,,
4206,31,463,1,150,0.02,0.01
4207,31,467,15,1516,0.16,0.08
4208,31,469,35,6427,0.66,0.33
4209,32,003,4,702,0.05,0.02
4210,32,017,1,200,0.02,0.01
4211,32,019,10,3986,0.31,0.13
4212,32,416,3,,,
4213,32,033,3,,,
4214,32,FG2,1,,,
4215,32,034,1,450,0.03,0.01
4216,32,049,1,1180,0.09,0.04
4217,32,050,1,400,0.03,0.01
4218,32,053,77,27869,2.16,0.9
4219,32,058,1,,,
4220,32,056,12,2049,0.16,0.07
4221,32,059,1,,,
4222,32,081,74,766102,59.31,24.68
4223,32,087,1,,,
4224,32,089,5,1087,0.08,0.04
4225,32,353,1,,,
4226,32,093,4,507,0.04,0.02
4227,32,097,6,16954,1.31,0.55
4228,32,F10,1,,,
4229,32,101,3,390,0.03,0.01
4230,32,105,7,305,0.02,0.01
4231,32,110,1,,,
4232,32,111,1,,,
4233,32,F53,3,,,
4234,32,123,5,404,0.03,0.01
4235,32,127,13,1567,0.12,0.05
4236,32,133,3,,,
4237,32,141,21,4715,0.37,0.15
4238,32,145,6,,,
4239,32,151,353,184703,14.3,5.95
4240,32,149,1,,,
4241,32,157,1,0,0,0
4242,32,FFK,1,60,0,0
4243,32,165,15,2398,0.19,0.08
4244,32,167,27,2556,0.2,0.08
4245,32,173,2,,,
4246,32,270,3,2061,0.16,0.07
4247,32,186,1,500,0.04,0.02
4248,32,FFW,2,,,
4249,32,193,28,4710,0.36,0.15
4250,32,202,1,2000,0.15,0.06
4251,32,204,4,4250,0.33,0.14
4252,32,201,1,75,0.01,0
4253,32,203,4,,,
4254,32,328,1,44,0,0
4255,32,207,16,8687,0.67,0.28
4256,32,216,1,,,
4257,32,FGP,1,,,
4258,32,263,29,6650,0.51,0.21
4259,32,221,1,0,,
4260,32,391,3,34,0,0
4261,32,232,12,2160,0.17,0.07
4262,32,FFR,4,410,0.03,0.01
4263,32,388,3,,,
4264,32,FGM,2,,,
4265,32,246,2,1850,0.14,0.06
4266,32,895,1,4000,0.31,0.13
4267,32,896,13,1824,0.14,0.06
4268,32,264,2,342,0.03,0.01
4269,32,FE9,1,,,
4270,32,268,1,,,
4271,32,272,109,31012,2.4,1
4272,32,283,24,6994,0.54,0.23
4273,32,255,3,140,0.01,0
4274,32,890,12,9946,0.77,0.32
4275,32,333,1,38,0,0
