id,StateCode,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
1,01,326,1,,,
2,01,001,2,0,0,0
3,01,003,237,45834,1.43,0.91
4,01,005,176,26808,0.84,0.53
5,01,012,2,,,
6,01,017,7,1174,0.04,0.02
7,01,019,4,8508,0.27,0.17
8,01,416,4,,,
9,01,033,16,,,
10,01,FG3,2,,,
11,01,FG2,3,,,
12,01,034,1,35,0,0
13,01,040,1,42,0,0
14,01,042,5,,,
15,01,053,342,47789,1.5,0.95
16,01,055,6,,,
17,01,220,1,21,0,0
18,01,056,6,1455,0.05,0.03
19,01,059,14,,,
20,01,061,2,131,0,0
21,01,FE8,20,,,
22,01,E54,1,290,0.01,0.01
23,01,084,5,,,
24,01,081,162,249650,7.81,4.97
25,01,FGS,4,,,
26,01,089,12,1071,0.03,0.02
27,01,353,5,,,
28,01,093,49,3875,0.12,0.08
29,01,097,25,2749,0.09,0.05
30,01,101,176,24647,0.77,0.49
31,01,D83,1,,,
32,01,110,4,,,
33,01,143,5,717,0.02,0.01
34,01,111,1,,,
35,01,F53,15,,,
36,01,123,61,8046,0.25,0.16
37,01,127,352,61231,1.92,1.22
38,01,133,1,,,
39,01,122,11,,,
40,01,141,94,25140,0.79,0.5
41,01,145,69,,,
42,01,151,77,37765,1.18,0.75
43,01,155,35,4590,0.14,0.09
44,01,157,1,71,0,0
45,01,A47,4,,,
46,01,D59,1,,,
47,01,165,110,14336,0.45,0.29
48,01,167,839,105147,3.29,2.09
49,01,172,3,,,
50,01,173,15,,,
51,01,177,32,,,
52,01,180,22,,,
53,01,270,3,1559,0.05,0.03
54,01,186,2,90,0,0
55,01,185,51,5865,0.18,0.12
56,01,187,51,7334,0.23,0.15
57,01,FG7,1,,,
58,01,FFW,4,,,
59,01,193,123,41339,1.29,0.82
60,01,204,1,50,0,0
61,01,198,1,,,
62,01,201,3,306,0.01,0.01
63,01,203,3,,,
64,01,207,16,2489,0.08,0.05
65,01,215,1,,,
66,01,216,10,,,
67,01,FGP,1,,,
68,01,210,1,,,
69,01,263,8,900,0.03,0.02
70,01,221,2,50,0,0
71,01,222,1,,,
72,01,391,2,55,0,0
73,01,232,23,3100,0.1,0.06
74,01,FFR,26,10740,0.34,0.21
75,01,231,1,150,0,0
76,01,FGM,4,,,
77,01,243,6,,,
78,01,246,5,1922,0.06,0.04
79,01,FGD,5,,,
80,01,895,7,8587,0.27,0.17
81,01,896,3,392,0.01,0.01
82,01,264,3,192,0.01,0
83,01,FE9,5,,,
84,01,262,3,,,
85,01,256,1,,,
86,01,268,1,,,
87,01,272,157,34534,1.08,0.69
88,01,283,55,7725,0.24,0.15
89,01,255,3,564,0.02,0.01
90,01,890,4,505,0.02,0.01
91,01,290,1,75,0,0
92,01,291,1,0,0,0
93,01,267,37,23550,0.74,0.47
94,01,175,2,82,0,0
95,01,223,101,10053,0.31,0.2
96,01,301,15,12670,0.4,0.25
97,01,300,247,121168,3.79,2.41
98,01,302,378,101998,3.19,2.03
99,01,304,27,5578,0.17,0.11
100,01,309,2,,,
101,01,500,1301,514980,16.12,10.25
102,01,314,2,,,
103,01,331,2,309,0.01,0.01
104,01,276,1,375,0.01,0.01
105,01,335,1,,,
106,01,400,1,80,0,0
107,01,D71,2,1200,0.04,0.02
108,01,339,6,,,
109,01,355,118,17001,0.53,0.34
110,01,356,109,27751,0.87,0.55
111,01,361,66,7110,0.22,0.14
112,01,364,5,5005,0.16,0.1
113,01,365,2,,,
114,01,271,5,3133,0.1,0.06
115,01,375,1,,,
116,01,383,2,41,0,0
117,01,382,1,,,
118,01,401,5,114,0,0
119,01,403,11,1324,0.04,0.03
120,01,410,1,150,0,0
121,01,415,2,72,0,0
122,01,413,121,25148,0.79,0.5
123,01,419,3265,1255396,39.29,24.99
124,01,421,3,,,
125,01,F54,2,,,
126,01,891,6,4223,0.13,0.08
127,01,432,1,27,0,0
128,01,FER,1,,,
129,01,437,1,,,
130,01,435,9,1166,0.04,0.02
131,01,443,17,1537,0.05,0.03
132,01,FGN,4,,,
133,01,FG5,2,,,
134,01,F58,1,100,0,0
135,01,449,1091,250679,7.84,4.99
136,01,454,102,,,
137,01,124,8,,,
138,01,892,1,80,0,0
139,01,FFQ,1,,,
140,01,463,7,1296,0.04,0.03
141,01,467,12,1965,0.06,0.04
142,01,FJ5,1,,,
143,01,469,4,503,0.02,0.01
144,02,003,1,30,0.01,0
145,02,005,2,250,0.1,0.03
146,02,019,13,959,0.37,0.13
147,02,416,1,,,
148,02,033,2,,,
149,02,034,3,473,0.18,0.06
150,02,053,90,12099,4.69,1.65
151,02,056,12,690,0.27,0.09
152,02,FDT,1,47,0.02,0.01
153,02,FHW,1,50,0.02,0.01
154,02,084,2,,,
155,02,081,89,40280,15.61,5.49
156,02,FGS,2,,,
157,02,244,5,,,
158,02,089,12,2716,1.05,0.37
159,02,353,6,,,
160,02,093,1,0,0,0
161,02,097,10,3615,1.4,0.49
162,02,101,3,599,0.23,0.08
163,02,105,4,177,0.07,0.02
164,02,143,2,171,0.07,0.02
165,02,111,2,,,
166,02,F53,2,,,
167,02,123,6,840,0.33,0.11
168,02,127,20,3171,1.23,0.43
169,02,141,5,2030,0.79,0.28
170,02,145,2,,,
171,02,151,81,33495,12.98,4.57
172,02,164,3,,,
173,02,165,28,4256,1.65,0.58
174,02,167,27,2371,0.92,0.32
175,02,172,2,,,
176,02,173,1,,,
177,02,057,3,,,
178,02,FFW,6,,,
179,02,193,46,6072,2.35,0.83
180,02,201,21,1079,0.42,0.15
181,02,328,13,407,0.16,0.06
182,02,207,31,7906,3.06,1.08
183,02,FFE,2,,,
184,02,216,1,,,
185,02,FGL,1,,,
186,02,263,3,128,0.05,0.02
187,02,221,1,54,0.02,0.01
188,02,391,6,148,0.06,0.02
189,02,242,1,70,0.03,0.01
190,02,FGM,2,,,
191,02,246,1,225,0.09,0.03
192,02,895,1,160,0.06,0.02
193,02,896,2,309,0.12,0.04
194,02,264,2,225,0.09,0.03
195,02,256,1,,,
196,02,272,31,6096,2.36,0.83
197,02,FFJ,1,,,
198,02,283,13,2235,0.87,0.3
199,02,255,2,180,0.07,0.02
200,02,890,4,613,0.24,0.08
201,02,288,1,19,0.01,0
202,02,292,24,,,
203,02,267,2,400,0.16,0.05
204,02,175,1,131,0.05,0.02
205,02,223,1,31,0.01,0
206,02,300,1,300,0.12,0.04
207,02,302,9,2506,0.97,0.34
208,02,500,194,73930,28.65,10.08
209,02,FFH,1,,,
210,02,FHS,0,2,0,0
211,02,329,1,0,0,0
212,02,331,85,10185,3.95,1.39
213,02,335,1,,,
214,02,339,4,,,
215,02,355,29,2117,0.82,0.29
216,02,356,3,256,0.1,0.03
217,02,271,1,464,0.18,0.06
218,02,403,17,852,0.33,0.12
219,02,410,1,40,0.02,0.01
220,02,413,32,4637,1.8,0.63
221,02,419,129,15849,6.14,2.16
222,02,F52,1,,,
223,02,F54,1,,,
224,02,891,6,4569,1.77,0.62
225,02,FHF,2,81,0.03,0.01
226,02,FER,1,,,
227,02,435,4,498,0.19,0.07
228,02,443,3,243,0.09,0.03
229,02,FGN,2,,,
230,02,449,30,4700,1.82,0.64
231,02,454,24,,,
232,02,124,1,,,
233,02,892,2,100,0.04,0.01
234,02,179,1,,,
235,02,463,1,154,0.06,0.02
236,02,FJ3,0,3,0,0
237,02,467,3,439,0.17,0.06
238,02,469,9,1288,0.5,0.18
239,04,003,10,2340,0.07,0.03
240,04,005,2,300,0.01,0
241,04,284,1,,,
242,04,017,6,1074,0.03,0.02
243,04,019,22,4336,0.14,0.06
244,04,416,6,,,
245,04,FG4,1,,,
246,04,033,12,,,
247,04,FG3,1,,,
248,04,FG2,4,,,
249,04,034,4,1572,0.05,0.02
250,04,FF7,1,100,0,0
251,04,040,3,314,0.01,0
252,04,FEX,1,23,0,0
253,04,042,1,,,
254,04,045,1,,,
255,04,050,1,2500,0.08,0.03
256,04,053,282,70364,2.23,0.98
257,04,220,5,278,0.01,0
258,04,058,1,,,
259,04,047,1,,,
260,04,056,30,8234,0.26,0.12
261,04,059,2,,,
262,04,217,2,,,
263,04,071,3,,,
264,04,078,1,80,0,0
265,04,084,16,,,
266,04,081,268,1522410,48.31,21.29
267,04,FGS,23,,,
268,04,244,1,,,
269,04,087,2,,,
270,04,089,23,2239,0.07,0.03
271,04,353,7,,,
272,04,093,27,3063,0.1,0.04
273,04,097,54,35275,1.12,0.49
274,04,101,5,676,0.02,0.01
275,04,105,13,557,0.02,0.01
276,04,F13,1,,,
277,04,143,6,410,0.01,0.01
278,04,111,7,,,
279,04,F53,1,,,
280,04,123,21,9736,0.31,0.14
281,04,127,79,3882,0.12,0.05
282,04,133,3,,,
283,04,121,1,38,0,0
284,04,141,30,5850,0.19,0.08
285,04,145,28,,,
286,04,120,2,,,
287,04,151,932,436521,13.85,6.1
288,04,149,3,,,
289,04,157,2,182,0.01,0
290,04,FFK,1,40,0,0
291,04,A47,1,,,
292,04,D59,1,,,
293,04,163,3,,,
294,04,164,1,,,
295,04,165,113,18258,0.58,0.26
296,04,438,1,125,0,0
297,04,167,126,11920,0.38,0.17
298,04,168,3,,,
299,04,171,1,107,0,0
300,04,173,8,,,
301,04,181,1,104,0,0
302,04,270,4,3399,0.11,0.05
303,04,183,3,101,0,0
304,04,057,26,,,
305,04,186,6,1368,0.04,0.02
306,04,185,1,24,0,0
307,04,FFW,11,,,
308,04,FFP,3,221,0.01,0
309,04,190,2,,,
310,04,193,64,20292,0.64,0.28
311,04,202,2,750,0.02,0.01
312,04,204,3,1600,0.05,0.02
313,04,201,9,1027,0.03,0.01
314,04,203,32,,,
315,04,328,9,420,0.01,0.01
316,04,207,77,30347,0.96,0.42
317,04,FFE,1,,,
318,04,209,3,210,0.01,0
319,04,215,5,,,
320,04,216,4,,,
321,04,FGP,2,,,
322,04,FGL,1,,,
323,04,263,31,4350,0.14,0.06
324,04,221,8,724,0.02,0.01
325,04,222,1,,,
326,04,391,4,272,0.01,0
327,04,232,23,4032,0.13,0.06
328,04,FFR,12,4130,0.13,0.06
329,04,388,12,,,
330,04,233,2,,,
331,04,FGM,1,,,
332,04,243,2,,,
333,04,246,9,5704,0.18,0.08
334,04,895,8,20462,0.65,0.29
335,04,896,33,7878,0.25,0.11
336,04,FGR,3,0,0,0
337,04,264,3,898,0.03,0.01
338,04,262,1,,,
339,04,265,1,,,
340,04,268,1,,,
341,04,272,306,86138,2.73,1.2
342,04,FFJ,4,,,
343,04,283,72,21998,0.7,0.31
344,04,255,22,8008,0.25,0.11
345,04,330,1,275,0.01,0
346,04,890,14,6196,0.2,0.09
347,04,334,1,90,0,0
348,04,F28,1,34,0,0
349,04,333,1,95,0,0
350,04,288,6,782,0.02,0.01
351,04,290,1,55,0,0
352,04,FD1,1,59,0,0
353,04,267,35,109765,3.48,1.53
354,04,175,2,354,0.01,0
355,04,223,11,254,0.01,0
356,04,301,2,810,0.03,0.01
357,04,300,9,3080,0.1,0.04
358,04,302,33,8102,0.26,0.11
359,04,303,2,,,
360,04,F31,1,42,0,0
361,04,309,2,,,
362,04,308,3,,,
363,04,500,879,402842,12.78,5.63
364,04,314,2,,,
365,04,329,2,784,0.02,0.01
366,04,331,4,872,0.03,0.01
367,04,276,10,2650,0.08,0.04
368,04,FFN,1,,,
369,04,335,7,,,
370,04,339,42,,,
371,04,355,79,14357,0.46,0.2
372,04,356,18,1790,0.06,0.03
373,04,361,2,136,0,0
374,04,364,1,300,0.01,0
375,04,271,15,11166,0.35,0.16
376,04,F41,2,,,
377,04,371,7,1324,0.04,0.02
378,04,375,1,,,
379,04,383,1,47,0,0
380,04,401,1,50,0,0
381,04,403,23,3050,0.1,0.04
382,04,410,3,5300,0.17,0.07
383,04,415,1,5,0,0
384,04,413,91,23360,0.74,0.33
385,04,419,452,98610,3.13,1.38
386,04,F51,3,,,
387,04,423,1,190,0.01,0
388,04,F54,2,,,
389,04,891,8,4287,0.14,0.06
390,04,432,1,12,0,0
391,04,FD6,1,34,0,0
392,04,FER,1,,,
393,04,435,13,2588,0.08,0.04
394,04,443,34,5197,0.16,0.07
395,04,FGN,6,,,
396,04,FG5,2,,,
397,04,445,2,56,0,0
398,04,449,111,37096,1.18,0.52
399,04,454,44,,,
400,04,455,1,346,0.01,0
401,04,124,27,,,
402,04,237,2,1342,0.04,0.02
403,04,892,11,7465,0.24,0.1
404,04,462,2,,,
405,04,179,65,,,
406,04,463,15,12514,0.4,0.17
407,04,467,25,2550,0.08,0.04
408,04,469,49,13787,0.44,0.19
409,04,490,2,,,
410,05,326,5,,,
411,05,003,142,20900,1.2,0.69
412,05,005,14,1938,0.11,0.06
413,05,017,272,52398,3.01,1.74
414,05,019,1,78,0,0
415,05,416,2,,,
416,05,031,6,562,0.03,0.02
417,05,033,6,,,
418,05,034,2,425,0.02,0.01
419,05,042,1,,,
420,05,053,410,69916,4.02,2.32
421,05,055,4,,,
422,05,056,6,1321,0.08,0.04
423,05,059,326,,,
424,05,061,4,333,0.02,0.01
425,05,062,1,72,0,0
426,05,FDT,1,109,0.01,0
427,05,217,1,,,
428,05,FHW,1,25,0,0
429,05,084,2,,,
430,05,081,129,153358,8.82,5.09
431,05,FGS,2,,,
432,05,087,12,,,
433,05,089,5,383,0.02,0.01
434,05,353,3,,,
435,05,093,43,3309,0.19,0.11
436,05,097,48,9196,0.53,0.31
437,05,101,77,8499,0.49,0.28
438,05,110,7,,,
439,05,143,5,783,0.05,0.03
440,05,F53,13,,,
441,05,123,26,3660,0.21,0.12
442,05,127,79,9410,0.54,0.31
443,05,133,4,,,
444,05,121,5,187,0.01,0.01
445,05,141,98,16790,0.97,0.56
446,05,145,20,,,
447,05,120,11,,,
448,05,151,71,32307,1.86,1.07
449,05,155,1,180,0.01,0.01
450,05,157,1,20,0,0
451,05,FFK,1,50,0,0
452,05,A47,9,,,
453,05,165,114,16301,0.94,0.54
454,05,167,693,79894,4.59,2.65
455,05,171,2,12,0,0
456,05,172,2,,,
457,05,173,13,,,
458,05,180,1,,,
459,05,270,1,213,0.01,0.01
460,05,183,2,39,0,0
461,05,186,2,57,0,0
462,05,185,52,3197,0.18,0.11
463,05,FFW,1,,,
464,05,FFP,1,65,0,0
465,05,193,55,13202,0.76,0.44
466,05,203,4,,,
467,05,207,19,2563,0.15,0.09
468,05,FFE,3,,,
469,05,216,7,,,
470,05,263,11,1466,0.08,0.05
471,05,391,2,107,0.01,0
472,05,232,14,2118,0.12,0.07
473,05,FFR,16,3240,0.19,0.11
474,05,231,4,868,0.05,0.03
475,05,388,4,,,
476,05,FGM,2,,,
477,05,243,1,,,
478,05,246,1,500,0.03,0.02
479,05,248,1,35,0,0
480,05,895,1,200,0.01,0.01
481,05,896,8,1010,0.06,0.03
482,05,247,1,,,
483,05,FG9,1,,,
484,05,338,1,37,0,0
485,05,264,2,138,0.01,0
486,05,272,134,26964,1.55,0.9
487,05,283,61,10356,0.6,0.34
488,05,255,1,70,0,0
489,05,890,4,,,
490,05,288,1,25,0,0
491,05,267,12,6765,0.39,0.22
492,05,223,158,16530,0.95,0.55
493,05,301,8,1908,0.11,0.06
494,05,300,65,27815,1.6,0.92
495,05,302,445,109090,6.27,3.62
496,05,309,3,,,
497,05,308,1,,,
498,05,500,861,248994,14.31,8.27
499,05,314,2,,,
500,05,FHS,1,89,0.01,0
501,05,329,2,570,0.03,0.02
502,05,FGA,1,,,
503,05,331,2,177,0.01,0.01
504,05,276,1,60,0,0
505,05,D71,1,600,0.03,0.02
506,05,339,120,,,
507,05,355,90,12805,0.74,0.43
508,05,356,14,1391,0.08,0.05
509,05,361,8,681,0.04,0.02
510,05,363,1,,,
511,05,364,3,702,0.04,0.02
512,05,271,2,813,0.05,0.03
513,05,373,1,31,0,0
514,05,375,3,,,
515,05,401,3,105,0.01,0
516,05,403,14,1311,0.08,0.04
517,05,410,2,81,0,0
518,05,415,3,86,0,0
519,05,413,80,12055,0.69,0.4
520,05,419,1551,607751,34.94,20.18
521,05,421,1,,,
522,05,F51,1,,,
523,05,424,6,1034,0.06,0.03
524,05,F54,4,,,
525,05,891,7,2778,0.16,0.09
526,05,431,1,18,0,0
527,05,432,1,51,0,0
528,05,FHF,2,37,0,0
529,05,435,8,600,0.03,0.02
530,05,443,3,208,0.01,0.01
531,05,FGN,3,,,
532,05,FG5,1,,,
533,05,F58,1,100,0.01,0
534,05,449,626,134454,7.73,4.46
535,05,454,164,,,
536,05,124,6,,,
537,05,237,1,29,0,0
538,05,892,1,100,0.01,0
539,05,463,1,112,0.01,0
540,05,467,6,155,0.01,0.01
541,05,469,6,603,0.03,0.02
542,06,001,8,470,0,0
543,06,003,87,58034,0.33,0.15
544,06,005,33,6154,0.03,0.02
545,06,012,3,,,
546,06,284,4,,,
547,06,017,46,7766,0.04,0.02
548,06,019,355,68317,0.39,0.17
549,06,904,2,,,
550,06,416,73,,,
551,06,F01,3,,,
552,06,FG4,3,,,
553,06,033,78,,,
554,06,FG2,15,,,
555,06,034,27,10722,0.06,0.03
556,06,FF7,5,410,0,0
557,06,FF8,2,39,0,0
558,06,040,2,95,0,0
559,06,FEX,1,9,0,0
560,06,042,5,,,
561,06,045,1,,,
562,06,049,11,23005,0.13,0.06
563,06,050,27,50250,0.28,0.13
564,06,051,13,,,
565,06,053,1378,378673,2.14,0.96
566,06,055,4,,,
567,06,220,7,654,0,0
568,06,058,1,,,
569,06,047,1,,,
570,06,056,201,31709,0.18,0.08
571,06,059,10,,,
572,06,063,3,,,
573,06,217,4,,,
574,06,069,1,,,
575,06,E54,2,760,0,0
576,06,FHW,2,44,0,0
577,06,071,5,,,
578,06,075,16,,,
579,06,078,2,235,0,0
580,06,084,74,,,
581,06,081,1290,10361743,58.45,26.21
582,06,FGS,235,,,
583,06,244,24,,,
584,06,087,16,,,
585,06,089,206,60565,0.34,0.15
586,06,353,59,,,
587,06,093,159,14693,0.08,0.04
588,06,097,175,80997,0.46,0.2
589,06,F10,5,,,
590,06,101,58,13626,0.08,0.03
591,06,105,131,17485,0.1,0.04
592,06,110,17,,,
593,06,143,8,1275,0.01,0
594,06,111,68,,,
595,06,F53,15,,,
596,06,123,109,36136,0.2,0.09
597,06,127,247,22318,0.13,0.06
598,06,133,35,,,
599,06,121,1,38,0,0
600,06,141,360,160998,0.91,0.41
601,06,145,103,,,
602,06,120,1,,,
603,06,151,1244,756507,4.27,1.91
604,06,149,8,,,
605,06,155,11,2010,0.01,0.01
606,06,157,23,2159,0.01,0.01
607,06,FFK,8,388,0,0
608,06,A47,11,,,
609,06,D59,1,,,
610,06,163,2,,,
611,06,164,4,,,
612,06,165,498,93234,0.53,0.24
613,06,438,1,25,0,0
614,06,167,568,62465,0.35,0.16
615,06,171,6,604,0,0
616,06,172,4,,,
617,06,173,30,,,
618,06,181,11,5728,0.03,0.01
619,06,270,56,37544,0.21,0.09
620,06,057,141,,,
621,06,186,52,47364,0.27,0.12
622,06,FF6,2,,,
623,06,185,4,785,0,0
624,06,FFT,2,40,0,0
625,06,FFW,68,,,
626,06,FFP,9,1140,0.01,0
627,06,190,1,,,
628,06,193,371,99574,0.56,0.25
629,06,202,8,7336,0.04,0.02
630,06,204,25,11875,0.07,0.03
631,06,198,2,,,
632,06,201,146,35924,0.2,0.09
633,06,203,220,,,
634,06,328,35,4910,0.03,0.01
635,06,207,382,75506,0.43,0.19
636,06,209,5,143,0,0
637,06,215,5,,,
638,06,216,33,,,
639,06,FGP,8,,,
640,06,FGL,7,,,
641,06,067,1,,,
642,06,263,484,149758,0.84,0.38
643,06,221,83,13487,0.08,0.03
644,06,391,40,2168,0.01,0.01
645,06,225,2,446,0,0
646,06,232,105,20128,0.11,0.05
647,06,FFR,28,8540,0.05,0.02
648,06,231,2,310,0,0
649,06,388,87,,,
650,06,233,4,,,
651,06,242,2,120,0,0
652,06,FGM,19,,,
653,06,243,5,,,
654,06,246,50,43003,0.24,0.11
655,06,895,50,117328,0.66,0.3
656,06,896,279,121374,0.68,0.31
657,06,247,1,,,
658,06,251,1,100,0,0
659,06,FGR,16,1675,0.01,0
660,06,264,10,12979,0.07,0.03
661,06,FE9,4,,,
662,06,262,4,,,
663,06,268,4,,,
664,06,272,1949,498028,2.81,1.26
665,06,FFL,1,70,0,0
666,06,FFJ,1,,,
667,06,D66,2,,,
668,06,283,378,72212,0.41,0.18
669,06,255,47,15248,0.09,0.04
670,06,330,1,150,0,0
671,06,890,269,175612,0.99,0.44
672,06,334,5,666,0,0
673,06,F28,4,382,0,0
674,06,333,6,1216,0.01,0
675,06,282,2,124,0,0
676,06,288,25,2187,0.01,0.01
677,06,290,14,1045,0.01,0
678,06,291,47,5960,0.03,0.02
679,06,293,1,127,0,0
680,06,267,308,504056,2.84,1.27
681,06,175,21,2654,0.01,0.01
682,06,223,51,953,0.01,0
683,06,301,28,14232,0.08,0.04
684,06,300,116,61023,0.34,0.15
685,06,302,421,145918,0.82,0.37
686,06,303,7,,,
687,06,F31,2,194,0,0
688,06,FHP,3,26,0,0
689,06,307,1,,,
690,06,309,15,,,
691,06,308,4,,,
692,06,500,2230,1644918,9.28,4.16
693,06,313,55,,,
694,06,314,14,,,
695,06,FHS,2,112,0,0
696,06,FF2,2,199,0,0
697,06,F35,2,446,0,0
698,06,329,29,2448,0.01,0.01
699,06,FGA,1,,,
700,06,331,38,5143,0.03,0.01
701,06,276,60,54145,0.31,0.14
702,06,335,39,,,
703,06,400,2,550,0,0
704,06,D71,7,1278,0.01,0
705,06,339,212,,,
706,06,350,2,,,
707,06,352,1,,,
708,06,355,435,82429,0.47,0.21
709,06,356,105,17883,0.1,0.05
710,06,361,9,920,0.01,0
711,06,364,12,5996,0.03,0.02
712,06,369,1,298,0,0
713,06,275,8,5609,0.03,0.01
714,06,271,76,87404,0.49,0.22
715,06,F41,3,,,
716,06,371,80,21334,0.12,0.05
717,06,373,13,724,0,0
718,06,375,4,,,
719,06,380,1,,,
720,06,383,5,277,0,0
721,06,382,1,,,
722,06,395,4,720,0,0
723,06,401,20,4026,0.02,0.01
724,06,403,103,15950,0.09,0.04
725,06,410,14,7655,0.04,0.02
726,06,415,6,537,0,0
727,06,413,631,221356,1.25,0.56
728,06,419,2323,497030,2.8,1.26
729,06,F51,3,,,
730,06,239,5,190,0,0
731,06,423,15,5920,0.03,0.01
732,06,F52,2,,,
733,06,425,10,,,
734,06,F54,88,,,
735,06,891,132,77576,0.44,0.2
736,06,FGQ,2,,,
737,06,431,5,745,0,0
738,06,FHF,2,96,0,0
739,06,FD6,3,234,0,0
740,06,FER,4,,,
741,06,437,6,,,
742,06,435,68,13214,0.07,0.03
743,06,439,2,320,0,0
744,06,443,241,33323,0.19,0.08
745,06,FGN,10,,,
746,06,FG5,2,,,
747,06,445,9,368,0,0
748,06,F58,4,632,0,0
749,06,449,617,154557,0.87,0.39
750,06,454,290,,,
751,06,455,16,3365,0.02,0.01
752,06,124,77,,,
753,06,237,78,11709,0.07,0.03
754,06,892,98,58085,0.33,0.15
755,06,462,9,,,
756,06,179,173,,,
757,06,463,70,16984,0.1,0.04
758,06,467,68,16087,0.09,0.04
759,06,469,42,7665,0.04,0.02
760,06,490,7,,,
761,08,003,6,2902,0.14,0.05
762,08,005,2,384,0.02,0.01
763,08,284,2,,,
764,08,017,4,692,0.03,0.01
765,08,019,59,14213,0.7,0.25
766,08,416,5,,,
767,08,031,8,615,0.03,0.01
768,08,F01,1,,,
769,08,FG4,2,,,
770,08,033,15,,,
771,08,FG3,1,,,
772,08,FG2,3,,,
773,08,034,7,1430,0.07,0.02
774,08,FF7,1,206,0.01,0
775,08,FF8,2,30,0,0
776,08,040,1,93,0,0
777,08,049,1,300,0.01,0.01
778,08,053,190,38903,1.9,0.67
779,08,220,2,79,0,0
780,08,056,27,2967,0.15,0.05
781,08,059,4,,,
782,08,063,5,,,
783,08,FE8,1,,,
784,08,FHW,3,270,0.01,0
785,08,084,16,,,
786,08,086,1,,,
787,08,081,268,873236,42.71,15.12
788,08,FGS,8,,,
789,08,244,1,,,
790,08,087,3,,,
791,08,089,16,3935,0.19,0.07
792,08,353,19,,,
793,08,093,32,3916,0.19,0.07
794,08,097,72,27396,1.34,0.47
795,08,F10,1,,,
796,08,101,2,540,0.03,0.01
797,08,105,19,2837,0.14,0.05
798,08,F13,1,,,
799,08,143,3,429,0.02,0.01
800,08,111,9,,,
801,08,F53,4,,,
802,08,123,17,1780,0.09,0.03
803,08,127,27,1212,0.06,0.02
804,08,133,3,,,
805,08,141,28,5846,0.29,0.1
806,08,145,9,,,
807,08,151,315,150509,7.36,2.61
808,08,149,1,,,
809,08,155,1,180,0.01,0
810,08,157,8,653,0.03,0.01
811,08,163,3,,,
812,08,164,2,,,
813,08,165,68,14377,0.7,0.25
814,08,167,138,13468,0.66,0.23
815,08,172,3,,,
816,08,173,17,,,
817,08,176,1,34,0,0
818,08,181,10,1639,0.08,0.03
819,08,270,2,1380,0.07,0.02
820,08,057,44,,,
821,08,186,1,120,0.01,0
822,08,FF6,1,,,
823,08,185,1,15,0,0
824,08,FFT,2,17,0,0
825,08,FFW,12,,,
826,08,FFP,5,521,0.03,0.01
827,08,193,93,22217,1.09,0.38
828,08,202,1,1300,0.06,0.02
829,08,204,5,4000,0.2,0.07
830,08,198,1,,,
831,08,201,29,4014,0.2,0.07
832,08,203,63,,,
833,08,328,12,865,0.04,0.01
834,08,207,105,41437,2.03,0.72
835,08,216,19,,,
836,08,FGP,1,,,
837,08,213,3,31,0,0
838,08,263,64,8090,0.4,0.14
839,08,221,8,2197,0.11,0.04
840,08,391,6,191,0.01,0
841,08,232,17,3006,0.15,0.05
842,08,FFR,6,1620,0.08,0.03
843,08,231,1,700,0.03,0.01
844,08,388,14,,,
845,08,233,2,,,
846,08,FGM,3,,,
847,08,243,8,,,
848,08,246,8,5595,0.27,0.1
849,08,895,2,12500,0.61,0.22
850,08,896,41,7101,0.35,0.12
851,08,247,2,,,
852,08,FG9,1,,,
853,08,FGR,6,40,0,0
854,08,264,4,1250,0.06,0.02
855,08,268,1,,,
856,08,272,211,47682,2.33,0.83
857,08,FFJ,1,,,
858,08,D66,1,,,
859,08,283,115,31665,1.55,0.55
860,08,255,9,3150,0.15,0.05
861,08,890,16,10640,0.52,0.18
862,08,334,1,110,0.01,0
863,08,F28,1,34,0,0
864,08,333,1,45,0,0
865,08,288,15,1348,0.07,0.02
866,08,290,3,176,0.01,0
867,08,291,3,55,0,0
868,08,267,23,10828,0.53,0.19
869,08,175,2,123,0.01,0
870,08,223,4,116,0.01,0
871,08,301,1,400,0.02,0.01
872,08,300,10,5577,0.27,0.1
873,08,302,32,10266,0.5,0.18
874,08,303,1,,,
875,08,F31,2,198,0.01,0
876,08,309,2,,,
877,08,308,18,,,
878,08,500,568,406798,19.9,7.05
879,08,313,3,,,
880,08,314,4,,,
881,08,329,2,552,0.03,0.01
882,08,331,9,1020,0.05,0.02
883,08,276,7,1935,0.09,0.03
884,08,335,6,,,
885,08,339,10,,,
886,08,350,1,,,
887,08,352,1,,,
888,08,355,102,17477,0.85,0.3
889,08,356,27,4279,0.21,0.07
890,08,361,2,188,0.01,0
891,08,369,1,373,0.02,0.01
892,08,275,2,1072,0.05,0.02
893,08,271,8,10596,0.52,0.18
894,08,F41,1,,,
895,08,371,11,2540,0.12,0.04
896,08,373,4,230,0.01,0
897,08,375,4,,,
898,08,380,1,,,
899,08,383,4,476,0.02,0.01
900,08,FHG,1,,,
901,08,401,1,650,0.03,0.01
902,08,403,13,1375,0.07,0.02
903,08,410,2,1000,0.05,0.02
904,08,415,3,152,0.01,0
905,08,413,102,20147,0.99,0.35
906,08,419,380,57124,2.79,0.99
907,08,F51,2,,,
908,08,424,1,107,0.01,0
909,08,F54,3,,,
910,08,891,11,6729,0.33,0.12
