id,StateCode,FIPS,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
81249,01,1057,167,19,1390,14.12,8.52
81250,01,1057,193,1,114,1.16,0.7
81251,01,1057,272,1,112,1.14,0.69
81252,01,1057,223,4,397,4.03,2.43
81253,01,1057,302,1,76,0.77,0.47
81254,01,1057,500,3,270,2.74,1.65
81255,01,1057,419,33,5499,55.84,33.69
81256,01,1057,449,8,754,7.66,4.62
81257,01,1057,454,2,,,
81258,01,1059,053,1,208,1.04,0.65
81259,01,1059,081,1,2031,10.11,6.32
81260,01,1059,101,2,320,1.59,1
81261,01,1059,F53,2,,,
81262,01,1059,127,4,580,2.89,1.81
81263,01,1059,141,1,120,0.6,0.37
81264,01,1059,145,1,,,
81265,01,1059,151,1,231,1.15,0.72
81266,01,1059,165,2,331,1.65,1.03
81267,01,1059,167,25,2123,10.57,6.61
81268,01,1059,272,2,512,2.55,1.59
81269,01,1059,223,2,206,1.03,0.64
81270,01,1059,302,3,346,1.72,1.08
81271,01,1059,500,6,1080,5.38,3.36
81272,01,1059,339,1,,,
81273,01,1059,355,1,6,0.03,0.02
81274,01,1059,356,1,19,0.09,0.06
81275,01,1059,413,2,175,0.87,0.54
81276,01,1059,419,36,10529,52.44,32.79
81277,01,1059,449,6,1263,6.29,3.93
81278,01,1059,454,1,,,
81279,01,1061,003,2,202,1.31,0.76
81280,01,1061,053,17,970,6.31,3.64
81281,01,1061,056,0,2,0.01,0.01
81282,01,1061,081,1,61,0.4,0.23
81283,01,1061,127,2,13,0.08,0.05
81284,01,1061,141,1,100,0.65,0.38
81285,01,1061,151,1,553,3.6,2.07
81286,01,1061,167,7,379,2.47,1.42
81287,01,1061,272,1,134,0.87,0.5
81288,01,1061,223,2,199,1.29,0.75
81289,01,1061,500,4,540,3.51,2.03
81290,01,1061,355,1,32,0.21,0.12
81291,01,1061,419,36,10956,71.29,41.1
81292,01,1061,449,16,1228,7.99,4.61
81293,01,1061,454,1,,,
81294,01,1063,005,1,192,8.99,2.48
81295,01,1063,056,0,23,1.08,0.3
81296,01,1063,081,1,287,13.44,3.71
81297,01,1063,101,3,328,15.36,4.24
81298,01,1063,167,2,41,1.92,0.53
81299,01,1063,185,1,10,0.47,0.13
81300,01,1063,187,2,252,11.8,3.26
81301,01,1063,193,3,90,4.22,1.16
81302,01,1063,302,1,40,1.87,0.52
81303,01,1063,356,3,54,2.53,0.7
81304,01,1063,413,1,41,1.92,0.53
81305,01,1063,419,6,563,26.37,7.28
81306,01,1063,449,5,214,10.02,2.77
81307,01,1065,003,5,732,9.18,4.95
81308,01,1065,005,1,192,2.41,1.3
81309,01,1065,056,0,6,0.08,0.04
81310,01,1065,FE8,1,,,
81311,01,1065,081,1,137,1.72,0.93
81312,01,1065,101,7,1012,12.69,6.84
81313,01,1065,123,1,130,1.63,0.88
81314,01,1065,165,2,179,2.24,1.21
81315,01,1065,167,2,106,1.33,0.72
81316,01,1065,193,1,90,1.13,0.61
81317,01,1065,232,1,126,1.58,0.85
81318,01,1065,272,1,140,1.76,0.95
81319,01,1065,300,1,200,2.51,1.35
81320,01,1065,302,2,426,5.34,2.88
81321,01,1065,500,5,740,9.28,5.01
81322,01,1065,355,1,1,0.01,0.01
81323,01,1065,356,2,77,0.97,0.52
81324,01,1065,419,15,2953,37.03,19.97
81325,01,1065,449,12,727,9.12,4.92
81326,01,1067,003,3,530,5.02,3.09
81327,01,1067,053,2,77,0.73,0.45
81328,01,1067,141,1,200,1.9,1.17
81329,01,1067,167,2,88,0.83,0.51
81330,01,1067,223,7,687,6.51,4.01
81331,01,1067,300,2,606,5.74,3.53
81332,01,1067,302,2,426,4.04,2.48
81333,01,1067,500,4,1940,18.39,11.31
81334,01,1067,361,1,94,0.89,0.55
81335,01,1067,419,18,4787,45.37,27.92
81336,01,1067,449,6,1116,10.58,6.51
81337,01,1069,003,6,1354,1.5,1.26
81338,01,1069,FG3,1,,,
81339,01,1069,034,1,35,0.04,0.03
81340,01,1069,053,15,2143,2.37,2
81341,01,1069,056,0,4,0,0
81342,01,1069,084,1,,,
81343,01,1069,081,1,4338,4.81,4.05
81344,01,1069,093,1,45,0.05,0.04
81345,01,1069,097,1,0,0,0
81346,01,1069,127,1,79,0.09,0.07
81347,01,1069,122,3,,,
81348,01,1069,141,4,546,0.61,0.51
81349,01,1069,145,1,,,
81350,01,1069,151,2,1198,1.33,1.12
81351,01,1069,155,2,252,0.28,0.24
81352,01,1069,165,1,243,0.27,0.23
81353,01,1069,167,9,1427,1.58,1.33
81354,01,1069,177,2,,,
81355,01,1069,193,1,569,0.63,0.53
81356,01,1069,207,1,76,0.08,0.07
81357,01,1069,895,1,1731,1.92,1.61
81358,01,1069,272,6,1736,1.92,1.62
81359,01,1069,283,1,132,0.15,0.12
81360,01,1069,267,1,370,0.41,0.35
81361,01,1069,223,9,908,1.01,0.85
81362,01,1069,300,6,2026,2.25,1.89
81363,01,1069,302,6,1704,1.89,1.59
81364,01,1069,500,43,19100,21.17,17.82
81365,01,1069,355,1,366,0.41,0.34
81366,01,1069,356,2,814,0.9,0.76
81367,01,1069,361,1,27,0.03,0.03
81368,01,1069,401,1,20,0.02,0.02
81369,01,1069,403,1,108,0.12,0.1
81370,01,1069,413,2,274,0.3,0.26
81371,01,1069,419,64,38297,42.44,35.72
81372,01,1069,449,22,10109,11.2,9.43
81373,01,1069,454,1,,,
81374,01,1069,124,1,,,
81375,01,1069,463,1,200,0.22,0.19
81376,01,1069,469,1,12,0.01,0.01
81377,01,1071,003,3,360,1.27,0.68
81378,01,1071,053,1,28,0.1,0.05
81379,01,1071,056,0,6,0.02,0.01
81380,01,1071,FE8,1,,,
81381,01,1071,081,1,2340,8.26,4.45
81382,01,1071,127,13,1186,4.19,2.26
81383,01,1071,141,1,100,0.35,0.19
81384,01,1071,145,1,,,
81385,01,1071,151,1,507,1.79,0.96
81386,01,1071,165,2,353,1.25,0.67
81387,01,1071,167,19,1394,4.92,2.65
81388,01,1071,185,4,783,2.76,1.49
81389,01,1071,187,1,100,0.35,0.19
81390,01,1071,193,1,128,0.45,0.24
81391,01,1071,FFR,1,220,0.78,0.42
81392,01,1071,272,1,194,0.68,0.37
81393,01,1071,283,1,20,0.07,0.04
81394,01,1071,300,1,202,0.71,0.38
81395,01,1071,302,8,1090,3.85,2.07
81396,01,1071,500,8,2110,7.45,4.01
81397,01,1071,356,1,,,
81398,01,1071,361,1,94,0.33,0.18
81399,01,1071,415,1,25,0.09,0.05
81400,01,1071,413,3,381,1.35,0.72
81401,01,1071,419,63,15151,53.49,28.82
81402,01,1071,449,17,1554,5.49,2.96
81403,01,1071,454,1,,,
81404,01,1073,003,44,12718,2.36,1.88
81405,01,1073,005,20,3437,0.64,0.51
81406,01,1073,012,2,,,
81407,01,1073,416,1,,,
81408,01,1073,033,2,,,
81409,01,1073,042,2,,,
81410,01,1073,053,16,2289,0.42,0.34
81411,01,1073,056,2,291,0.05,0.04
81412,01,1073,059,1,,,
81413,01,1073,FE8,1,,,
81414,01,1073,E54,1,290,0.05,0.04
81415,01,1073,084,1,,,
81416,01,1073,081,30,40695,7.54,6.03
81417,01,1073,FGS,1,,,
81418,01,1073,089,4,351,0.07,0.05
81419,01,1073,353,1,,,
81420,01,1073,093,4,308,0.06,0.05
81421,01,1073,101,20,4452,0.83,0.66
81422,01,1073,110,1,,,
81423,01,1073,F53,1,,,
81424,01,1073,123,14,1518,0.28,0.22
81425,01,1073,127,29,8384,1.55,1.24
81426,01,1073,122,1,,,
81427,01,1073,141,24,6062,1.12,0.9
81428,01,1073,145,7,,,
81429,01,1073,151,7,3885,0.72,0.58
81430,01,1073,155,5,820,0.15,0.12
81431,01,1073,A47,1,,,
81432,01,1073,165,7,1718,0.32,0.25
81433,01,1073,167,59,8907,1.65,1.32
81434,01,1073,172,1,,,
81435,01,1073,173,1,,,
81436,01,1073,177,1,,,
81437,01,1073,180,1,,,
81438,01,1073,270,1,1010,0.19,0.15
81439,01,1073,186,1,35,0.01,0.01
81440,01,1073,185,5,568,0.11,0.08
81441,01,1073,187,5,790,0.15,0.12
81442,01,1073,FG7,1,,,
81443,01,1073,FFW,1,,,
81444,01,1073,193,18,14098,2.61,2.09
81445,01,1073,203,1,,,
81446,01,1073,207,3,422,0.08,0.06
81447,01,1073,FGP,1,,,
81448,01,1073,221,2,50,0.01,0.01
81449,01,1073,391,1,36,0.01,0.01
81450,01,1073,232,7,1260,0.23,0.19
81451,01,1073,FFR,7,810,0.15,0.12
81452,01,1073,246,1,1200,0.22,0.18
81453,01,1073,FGD,1,,,
81454,01,1073,895,3,2225,0.41,0.33
81455,01,1073,896,1,392,0.07,0.06
81456,01,1073,264,1,56,0.01,0.01
81457,01,1073,FE9,1,,,
81458,01,1073,262,2,,,
81459,01,1073,272,18,4792,0.89,0.71
81460,01,1073,283,8,1293,0.24,0.19
81461,01,1073,267,7,9002,1.67,1.33
81462,01,1073,223,2,202,0.04,0.03
81463,01,1073,301,7,4766,0.88,0.71
81464,01,1073,300,81,44217,8.2,6.55
81465,01,1073,302,64,20940,3.88,3.1
81466,01,1073,500,229,111520,20.67,16.53
81467,01,1073,331,1,240,0.04,0.04
81468,01,1073,276,1,375,0.07,0.06
81469,01,1073,400,1,80,0.01,0.01
81470,01,1073,355,17,4943,0.92,0.73
81471,01,1073,356,16,8965,1.66,1.33
81472,01,1073,361,9,790,0.15,0.12
81473,01,1073,364,1,2500,0.46,0.37
81474,01,1073,271,1,1661,0.31,0.25
81475,01,1073,383,1,21,0,0
81476,01,1073,382,1,,,
81477,01,1073,401,2,55,0.01,0.01
81478,01,1073,403,1,189,0.04,0.03
81479,01,1073,413,17,4113,0.76,0.61
81480,01,1073,419,249,158098,29.31,23.43
81481,01,1073,421,1,,,
81482,01,1073,F54,1,,,
81483,01,1073,891,1,500,0.09,0.07
81484,01,1073,435,1,253,0.05,0.04
81485,01,1073,443,4,484,0.09,0.07
81486,01,1073,FGN,1,,,
81487,01,1073,449,71,39957,7.41,5.92
81488,01,1073,454,5,,,
81489,01,1073,124,1,,,
81490,01,1073,892,1,80,0.01,0.01
81491,01,1073,FFQ,1,,,
81492,01,1073,463,1,40,0.01,0.01
81493,01,1073,467,1,126,0.02,0.02
81494,01,1073,469,1,126,0.02,0.02
81495,01,1075,053,2,341,3.51,2.44
81496,01,1075,059,1,,,
81497,01,1075,101,4,472,4.85,3.38
81498,01,1075,127,8,299,3.07,2.14
81499,01,1075,141,2,358,3.68,2.56
81500,01,1075,165,1,12,0.12,0.09
81501,01,1075,167,11,891,9.16,6.38
81502,01,1075,223,12,1194,12.28,8.55
81503,01,1075,302,1,76,0.78,0.54
81504,01,1075,500,2,1630,16.76,11.67
81505,01,1075,419,25,3774,38.81,27.01
81506,01,1075,449,14,677,6.96,4.85
81507,01,1075,454,2,,,
81508,01,1077,003,6,1014,1.64,1.08
81509,01,1077,033,1,,,
81510,01,1077,053,2,300,0.48,0.32
81511,01,1077,056,0,17,0.03,0.02
81512,01,1077,081,2,1466,2.36,1.57
81513,01,1077,093,1,312,0.5,0.33
81514,01,1077,097,1,19,0.03,0.02
81515,01,1077,101,1,150,0.24,0.16
81516,01,1077,123,2,206,0.33,0.22
81517,01,1077,127,2,131,0.21,0.14
81518,01,1077,141,1,126,0.2,0.13
81519,01,1077,151,1,553,0.89,0.59
81520,01,1077,165,3,190,0.31,0.2
81521,01,1077,167,62,12143,19.59,12.98
81522,01,1077,185,6,762,1.23,0.81
81523,01,1077,187,4,404,0.65,0.43
81524,01,1077,193,2,565,0.91,0.6
81525,01,1077,FFR,1,220,0.35,0.24
81526,01,1077,FGM,1,,,
81527,01,1077,262,1,,,
81528,01,1077,272,2,428,0.69,0.46
81529,01,1077,283,1,155,0.25,0.17
81530,01,1077,255,1,50,0.08,0.05
81531,01,1077,267,1,60,0.1,0.06
81532,01,1077,223,5,489,0.79,0.52
81533,01,1077,300,1,202,0.33,0.22
81534,01,1077,302,4,602,0.97,0.64
81535,01,1077,304,4,768,1.24,0.82
81536,01,1077,500,23,16070,25.92,17.18
81537,01,1077,355,3,322,0.52,0.34
81538,01,1077,356,1,95,0.15,0.1
81539,01,1077,361,1,94,0.15,0.1
81540,01,1077,364,1,310,0.5,0.33
81541,01,1077,403,1,58,0.09,0.06
81542,01,1077,413,2,144,0.23,0.15
81543,01,1077,419,39,18513,29.86,19.79
81544,01,1077,435,1,68,0.11,0.07
81545,01,1077,449,29,4950,7.98,5.29
81546,01,1077,454,3,,,
81547,01,1077,463,1,42,0.07,0.04
81548,01,1079,053,2,80,0.35,0.24
81549,01,1079,056,0,3,0.01,0.01
81550,01,1079,081,1,175,0.76,0.53
81551,01,1079,101,2,320,1.39,0.97
81552,01,1079,F53,2,,,
81553,01,1079,127,1,249,1.08,0.75
81554,01,1079,141,1,150,0.65,0.45
81555,01,1079,145,1,,,
81556,01,1079,167,18,1665,7.23,5.03
81557,01,1079,185,1,44,0.19,0.13
81558,01,1079,187,3,278,1.21,0.84
81559,01,1079,FFR,1,500,2.17,1.51
81560,01,1079,302,5,828,3.6,2.5
81561,01,1079,304,4,702,3.05,2.12
81562,01,1079,500,9,2810,12.21,8.5
81563,01,1079,355,1,32,0.14,0.1
81564,01,1079,361,1,75,0.33,0.23
81565,01,1079,413,1,36,0.16,0.11
81566,01,1079,419,33,14233,61.83,43.04
81567,01,1079,449,10,839,3.64,2.54
81568,01,1079,454,4,,,
81569,01,1081,003,9,1460,2.34,0.84
81570,01,1081,005,8,1080,1.73,0.62
81571,01,1081,416,1,,,
81572,01,1081,033,2,,,
81573,01,1081,FG3,1,,,
81574,01,1081,053,7,953,1.53,0.55
81575,01,1081,056,0,27,0.04,0.02
81576,01,1081,081,2,6545,10.5,3.76
81577,01,1081,093,1,30,0.05,0.02
81578,01,1081,097,1,0,0,0
81579,01,1081,101,8,1284,2.06,0.74
81580,01,1081,123,1,66,0.11,0.04
81581,01,1081,127,1,175,0.28,0.1
81582,01,1081,122,1,,,
81583,01,1081,151,3,1521,2.44,0.87
81584,01,1081,155,2,252,0.4,0.14
81585,01,1081,165,3,734,1.18,0.42
81586,01,1081,167,9,1434,2.3,0.82
81587,01,1081,177,1,,,
81588,01,1081,193,4,1188,1.91,0.68
81589,01,1081,216,1,,,
81590,01,1081,FFR,1,240,0.38,0.14
81591,01,1081,FGD,1,,,
81592,01,1081,264,1,48,0.08,0.03
81593,01,1081,272,5,1092,1.75,0.63
81594,01,1081,283,1,117,0.19,0.07
81595,01,1081,267,1,520,0.83,0.3
81596,01,1081,300,7,2576,4.13,1.48
81597,01,1081,302,9,2020,3.24,1.16
81598,01,1081,500,31,8200,13.15,4.71
81599,01,1081,355,2,923,1.48,0.53
81600,01,1081,356,4,802,1.29,0.46
81601,01,1081,413,4,323,0.52,0.19
81602,01,1081,419,37,18086,29,10.38
81603,01,1081,435,1,135,0.22,0.08
81604,01,1081,449,20,10531,16.89,6.04
81605,01,1081,454,2,,,
81606,01,1083,040,1,42,0.08,0.04
81607,01,1083,053,1,215,0.4,0.21
81608,01,1083,056,0,7,0.01,0.01
81609,01,1083,081,1,2614,4.83,2.52
81610,01,1083,093,1,115,0.21,0.11
81611,01,1083,101,3,481,0.89,0.46
81612,01,1083,123,1,112,0.21,0.11
81613,01,1083,127,1,48,0.09,0.05
81614,01,1083,141,1,100,0.18,0.1
81615,01,1083,145,2,,,
81616,01,1083,151,3,1521,2.81,1.47
81617,01,1083,165,1,520,0.96,0.5
81618,01,1083,167,49,6645,12.27,6.42
81619,01,1083,185,1,176,0.32,0.17
81620,01,1083,187,9,1508,2.78,1.46
81621,01,1083,193,1,104,0.19,0.1
81622,01,1083,232,3,378,0.7,0.36
81623,01,1083,895,2,4331,8,4.18
81624,01,1083,896,1,,,
81625,01,1083,272,2,494,0.91,0.48
81626,01,1083,223,1,100,0.18,0.1
81627,01,1083,302,11,1830,3.38,1.77
81628,01,1083,304,1,150,0.28,0.14
81629,01,1083,500,15,4040,7.46,3.9
81630,01,1083,355,2,245,0.45,0.24
81631,01,1083,356,1,44,0.08,0.04
81632,01,1083,361,3,350,0.65,0.34
81633,01,1083,413,4,528,0.97,0.51
81634,01,1083,419,41,23036,42.53,22.24
81635,01,1083,443,1,37,0.07,0.04
81636,01,1083,449,16,4392,8.11,4.24
81637,01,1083,454,3,,,
81638,01,1085,005,4,702,13.17,6.81
81639,01,1085,053,1,24,0.45,0.23
81640,01,1085,056,0,1,0.02,0.01
81641,01,1085,093,9,575,10.79,5.58
81642,01,1085,101,5,614,11.52,5.95
81643,01,1085,167,6,388,7.28,3.76
81644,01,1085,193,1,60,1.13,0.58
81645,01,1085,272,1,122,2.29,1.18
81646,01,1085,300,2,528,9.91,5.12
81647,01,1085,302,3,552,10.36,5.35
81648,01,1085,500,1,150,2.81,1.45
81649,01,1085,356,4,80,1.5,0.78
81650,01,1085,361,3,326,6.12,3.16
81651,01,1085,419,10,1086,20.38,10.53
81652,01,1085,449,4,122,2.29,1.18
81653,01,1087,003,5,856,7.35,4.38
81654,01,1087,005,16,1784,15.32,9.13
81655,01,1087,019,1,810,6.96,4.15
81656,01,1087,053,2,57,0.49,0.29
81657,01,1087,056,0,75,0.64,0.38
81658,01,1087,081,1,86,0.74,0.44
81659,01,1087,093,2,162,1.39,0.83
81660,01,1087,101,1,76,0.65,0.39
81661,01,1087,141,1,76,0.65,0.39
81662,01,1087,167,3,240,2.06,1.23
81663,01,1087,193,1,59,0.51,0.3
81664,01,1087,216,1,,,
81665,01,1087,232,1,76,0.65,0.39
81666,01,1087,272,1,162,1.39,0.83
81667,01,1087,267,2,283,2.43,1.45
81668,01,1087,301,1,202,1.73,1.03
81669,01,1087,300,2,195,1.67,1
81670,01,1087,302,9,2442,20.97,12.5
81671,01,1087,500,12,1950,16.74,9.98
81672,01,1087,355,1,54,0.46,0.28
81673,01,1087,413,1,27,0.23,0.14
81674,01,1087,419,7,871,7.48,4.46
81675,01,1087,449,8,1103,9.47,5.65
81676,01,1089,003,3,928,0.37,0.24
81677,01,1089,005,2,252,0.1,0.06
81678,01,1089,019,1,1924,0.78,0.5
81679,01,1089,416,1,,,
81680,01,1089,033,1,,,
81681,01,1089,FG2,1,,,
81682,01,1089,053,8,364,0.15,0.09
81683,01,1089,055,2,,,
81684,01,1089,056,1,137,0.06,0.04
81685,01,1089,FE8,1,,,
81686,01,1089,081,8,34323,13.84,8.84
81687,01,1089,FGS,1,,,
81688,01,1089,089,1,41,0.02,0.01
81689,01,1089,093,3,629,0.25,0.16
81690,01,1089,097,2,174,0.07,0.04
81691,01,1089,101,8,1014,0.41,0.26
81692,01,1089,123,3,380,0.15,0.1
81693,01,1089,127,7,2272,0.92,0.59
81694,01,1089,141,6,1160,0.47,0.3
81695,01,1089,145,5,,,
81696,01,1089,151,10,5530,2.23,1.42
81697,01,1089,155,3,378,0.15,0.1
81698,01,1089,165,7,1356,0.55,0.35
81699,01,1089,167,39,9752,3.93,2.51
81700,01,1089,172,1,,,
81701,01,1089,173,1,,,
81702,01,1089,270,1,157,0.06,0.04
81703,01,1089,185,9,556,0.22,0.14
81704,01,1089,187,11,2234,0.9,0.58
81705,01,1089,193,5,3642,1.47,0.94
81706,01,1089,204,1,50,0.02,0.01
81707,01,1089,203,1,,,
81708,01,1089,207,3,1160,0.47,0.3
81709,01,1089,216,1,,,
81710,01,1089,210,1,,,
81711,01,1089,263,7,826,0.33,0.21
81712,01,1089,391,1,19,0.01,0
81713,01,1089,232,2,252,0.1,0.06
81714,01,1089,FFR,1,300,0.12,0.08
81715,01,1089,246,1,120,0.05,0.03
81716,01,1089,264,1,88,0.04,0.02
81717,01,1089,268,1,,,
81718,01,1089,272,10,2404,0.97,0.62
81719,01,1089,283,3,838,0.34,0.22
81720,01,1089,890,4,505,0.2,0.13
81721,01,1089,267,4,3935,1.59,1.01
81722,01,1089,223,2,200,0.08,0.05
81723,01,1089,300,2,1670,0.67,0.43
81724,01,1089,302,15,13182,5.32,3.4
81725,01,1089,304,14,3052,1.23,0.79
81726,01,1089,309,1,,,
81727,01,1089,500,84,41516,16.74,10.7
81728,01,1089,335,1,,,
81729,01,1089,355,11,2308,0.93,0.59
81730,01,1089,356,8,3103,1.25,0.8
81731,01,1089,361,19,2952,1.19,0.76
81732,01,1089,364,2,1800,0.73,0.46
81733,01,1089,271,1,383,0.15,0.1
81734,01,1089,401,1,7,0,0
81735,01,1089,403,1,156,0.06,0.04
81736,01,1089,410,1,150,0.06,0.04
81737,01,1089,415,1,47,0.02,0.01
81738,01,1089,413,15,9736,3.93,2.51
81739,01,1089,419,96,63313,25.53,16.31
81740,01,1089,421,1,,,
81741,01,1089,F54,1,,,
81742,01,1089,435,1,239,0.1,0.06
81743,01,1089,443,2,391,0.16,0.1
81744,01,1089,FGN,1,,,
81745,01,1089,449,42,25579,10.32,6.59
81746,01,1089,454,6,,,
81747,01,1089,124,1,,,
81748,01,1089,463,1,36,0.01,0.01
81749,01,1089,467,1,244,0.1,0.06
81750,01,1089,469,1,200,0.08,0.05
81751,01,1091,003,2,152,0.9,0.79
81752,01,1091,005,5,496,2.95,2.57
81753,01,1091,053,1,28,0.17,0.14
81754,01,1091,056,0,5,0.03,0.03
81755,01,1091,081,1,402,2.39,2.08
81756,01,1091,353,1,,,
81757,01,1091,097,1,0,0,0
81758,01,1091,101,2,152,0.9,0.79
81759,01,1091,143,1,242,1.44,1.25
81760,01,1091,123,1,50,0.3,0.26
81761,01,1091,141,1,120,0.71,0.62
81762,01,1091,151,2,646,3.84,3.34
81763,01,1091,167,3,165,0.98,0.85
81764,01,1091,193,2,173,1.03,0.9
81765,01,1091,272,1,110,0.65,0.57
81766,01,1091,300,1,570,3.38,2.95
81767,01,1091,500,10,3190,18.94,16.51
81768,01,1091,355,1,4,0.02,0.02
81769,01,1091,356,3,192,1.14,0.99
81770,01,1091,361,3,174,1.03,0.9
81771,01,1091,419,30,8425,50.03,43.6
81772,01,1091,449,14,1544,9.17,7.99
81773,01,1093,017,1,150,0.91,0.51
81774,01,1093,053,2,75,0.46,0.26
81775,01,1093,059,1,,,
81776,01,1093,081,1,559,3.4,1.91
81777,01,1093,089,1,18,0.11,0.06
81778,01,1093,101,2,152,0.93,0.52
81779,01,1093,127,9,506,3.08,1.72
81780,01,1093,145,4,,,
81781,01,1093,151,1,231,1.41,0.79
81782,01,1093,167,23,1927,11.73,6.57
81783,01,1093,FFR,1,400,2.44,1.36
81784,01,1093,223,10,987,6.01,3.36
81785,01,1093,500,5,1570,9.56,5.35
81786,01,1093,361,1,94,0.57,0.32
81787,01,1093,419,27,8810,53.65,30.03
81788,01,1093,449,8,943,5.74,3.21
81789,01,1093,454,1,,,
81790,01,1095,003,2,200,0.32,0.2
81791,01,1095,053,5,805,1.28,0.82
81792,01,1095,056,0,5,0.01,0.01
81793,01,1095,FE8,1,,,
81794,01,1095,081,1,7903,12.53,8.1
81795,01,1095,143,1,205,0.32,0.21
81796,01,1095,123,2,144,0.23,0.15
81797,01,1095,127,12,2196,3.48,2.25
81798,01,1095,145,2,,,
81799,01,1095,151,1,507,0.8,0.52
81800,01,1095,155,1,100,0.16,0.1
81801,01,1095,165,4,496,0.79,0.51
81802,01,1095,167,21,2380,3.77,2.44
81803,01,1095,180,1,,,
81804,01,1095,193,2,370,0.59,0.38
81805,01,1095,272,3,736,1.17,0.75
81806,01,1095,283,1,42,0.07,0.04
81807,01,1095,302,3,560,0.89,0.57
81808,01,1095,500,13,5230,8.29,5.36
81809,01,1095,355,2,164,0.26,0.17
81810,01,1095,356,1,131,0.21,0.13
81811,01,1095,361,1,94,0.15,0.1
81812,01,1095,413,3,244,0.39,0.25
81813,01,1095,419,102,34847,55.23,35.7
81814,01,1095,FG5,1,,,
81815,01,1095,449,29,5734,9.09,5.87
81816,01,1095,454,2,,,
81817,01,1097,003,13,2994,0.99,0.72
81818,01,1097,005,15,3237,1.07,0.78
81819,01,1097,017,3,324,0.11,0.08
81820,01,1097,019,1,734,0.24,0.18
81821,01,1097,033,1,,,
81822,01,1097,042,1,,,
81823,01,1097,053,32,8448,2.79,2.04
81824,01,1097,056,1,84,0.03,0.02
81825,01,1097,059,7,,,
81826,01,1097,FE8,1,,,
81827,01,1097,084,2,,,
81828,01,1097,081,34,44257,14.62,10.67
81829,01,1097,FGS,1,,,
81830,01,1097,093,2,178,0.06,0.04
81831,01,1097,097,4,502,0.17,0.12
81832,01,1097,101,2,826,0.27,0.2
81833,01,1097,111,1,,,
81834,01,1097,F53,1,,,
81835,01,1097,123,3,350,0.12,0.08
81836,01,1097,127,22,10776,3.56,2.6
81837,01,1097,141,13,3128,1.03,0.75
81838,01,1097,145,2,,,
81839,01,1097,151,3,1521,0.5,0.37
81840,01,1097,157,1,71,0.02,0.02
81841,01,1097,165,5,422,0.14,0.1
81842,01,1097,167,20,2938,0.97,0.71
81843,01,1097,173,2,,,
81844,01,1097,180,1,,,
81845,01,1097,186,1,55,0.02,0.01
81846,01,1097,FFW,2,,,
81847,01,1097,193,14,4867,1.61,1.17
81848,01,1097,207,2,145,0.05,0.03
81849,01,1097,215,1,,,
81850,01,1097,216,1,,,
81851,01,1097,232,1,126,0.04,0.03
81852,01,1097,FFR,1,4800,1.59,1.16
81853,01,1097,243,4,,,
81854,01,1097,246,1,350,0.12,0.08
81855,01,1097,272,16,3244,1.07,0.78
81856,01,1097,283,6,1118,0.37,0.27
81857,01,1097,290,1,75,0.02,0.02
81858,01,1097,267,7,3220,1.06,0.78
81859,01,1097,301,2,500,0.17,0.12
81860,01,1097,300,35,18688,6.17,4.51
81861,01,1097,302,45,19500,6.44,4.7
81862,01,1097,500,127,58860,19.44,14.19
81863,01,1097,D71,1,800,0.26,0.19
81864,01,1097,355,10,1547,0.51,0.37
81865,01,1097,356,3,463,0.15,0.11
81866,01,1097,361,4,682,0.23,0.16
81867,01,1097,271,1,527,0.17,0.13
81868,01,1097,403,1,165,0.05,0.04
81869,01,1097,413,6,1599,0.53,0.39
81870,01,1097,419,117,81350,26.87,19.61
81871,01,1097,891,3,2149,0.71,0.52
81872,01,1097,FER,1,,,
81873,01,1097,435,1,37,0.01,0.01
81874,01,1097,443,1,35,0.01,0.01
81875,01,1097,449,36,16720,5.52,4.03
81876,01,1097,454,7,,,
81877,01,1097,124,1,,,
81878,01,1097,467,1,129,0.04,0.03
81879,01,1097,469,1,165,0.05,0.04
81880,01,1099,003,4,556,4.28,2.81
81881,01,1099,005,1,192,1.48,0.97
81882,01,1099,053,6,570,4.39,2.88
81883,01,1099,056,0,3,0.02,0.02
81884,01,1099,081,1,144,1.11,0.73
81885,01,1099,101,3,212,1.63,1.07
81886,01,1099,127,1,36,0.28,0.18
81887,01,1099,151,1,231,1.78,1.17
81888,01,1099,165,2,221,1.7,1.12
81889,01,1099,167,2,204,1.57,1.03
81890,01,1099,193,1,76,0.59,0.38
81891,01,1099,272,1,156,1.2,0.79
81892,01,1099,283,1,50,0.39,0.25
81893,01,1099,223,1,98,0.75,0.5
81894,01,1099,300,4,1676,12.91,8.48
81895,01,1099,302,2,256,1.97,1.29
81896,01,1099,500,6,700,5.39,3.54
81897,01,1099,356,1,86,0.66,0.43
81898,01,1099,419,30,6506,50.1,32.91
81899,01,1099,449,11,1014,7.81,5.13
81900,01,1099,454,1,,,
81901,01,1101,003,5,1602,0.95,0.7
81902,01,1101,005,26,4854,2.87,2.12
81903,01,1101,019,1,5040,2.98,2.2
81904,01,1101,416,1,,,
81905,01,1101,033,2,,,
81906,01,1101,FG2,1,,,
81907,01,1101,053,4,1423,0.84,0.62
81908,01,1101,056,1,272,0.16,0.12
81909,01,1101,059,2,,,
81910,01,1101,081,8,10850,6.42,4.74
81911,01,1101,093,2,43,0.03,0.02
