id,StateCode,FIPS,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
106780,20,20173,443,2,463,0.19,0.09
106781,20,20173,FGN,1,,,
106782,20,20173,449,38,18922,7.85,3.61
106783,20,20173,454,1,,,
106784,20,20173,124,1,,,
106785,20,20173,237,2,949,0.39,0.18
106786,20,20173,463,1,172,0.07,0.03
106787,20,20173,467,1,69,0.03,0.01
106788,20,20173,469,1,226,0.09,0.04
106789,20,20175,053,2,566,5.84,2.58
106790,20,20175,056,0,1,0.01,0
106791,20,20175,081,1,3500,36.12,15.94
106792,20,20175,093,1,100,1.03,0.46
106793,20,20175,097,1,99,1.02,0.45
106794,20,20175,123,3,312,3.22,1.42
106795,20,20175,141,2,220,2.27,1
106796,20,20175,151,1,391,4.03,1.78
106797,20,20175,165,1,48,0.5,0.22
106798,20,20175,167,2,290,2.99,1.32
106799,20,20175,173,1,,,
106800,20,20175,193,1,45,0.46,0.2
106801,20,20175,328,1,64,0.66,0.29
106802,20,20175,272,3,530,5.47,2.41
106803,20,20175,283,1,300,3.1,1.37
106804,20,20175,288,2,90,0.93,0.41
106805,20,20175,500,11,1480,15.27,6.74
106806,20,20175,355,1,50,0.52,0.23
106807,20,20175,413,2,93,0.96,0.42
106808,20,20175,419,5,1018,10.5,4.63
106809,20,20175,449,2,494,5.1,2.25
106810,20,20177,003,3,418,0.55,0.23
106811,20,20177,019,11,2348,3.07,1.31
106812,20,20177,FG4,1,,,
106813,20,20177,034,1,100,0.13,0.06
106814,20,20177,053,8,1424,1.86,0.8
106815,20,20177,056,1,82,0.11,0.05
106816,20,20177,081,9,22200,29.07,12.41
106817,20,20177,353,1,,,
106818,20,20177,093,3,1443,1.89,0.81
106819,20,20177,097,7,2658,3.48,1.49
106820,20,20177,101,1,160,0.21,0.09
106821,20,20177,123,3,270,0.35,0.15
106822,20,20177,127,1,59,0.08,0.03
106823,20,20177,133,1,,,
106824,20,20177,141,10,3176,4.16,1.78
106825,20,20177,151,4,2152,2.82,1.2
106826,20,20177,155,1,126,0.16,0.07
106827,20,20177,157,1,87,0.11,0.05
106828,20,20177,A47,1,,,
106829,20,20177,165,6,2038,2.67,1.14
106830,20,20177,167,6,682,0.89,0.38
106831,20,20177,173,1,,,
106832,20,20177,193,2,1263,1.65,0.71
106833,20,20177,201,1,100,0.13,0.06
106834,20,20177,203,1,,,
106835,20,20177,207,3,957,1.25,0.53
106836,20,20177,263,1,82,0.11,0.05
106837,20,20177,221,1,97,0.13,0.05
106838,20,20177,391,1,11,0.01,0.01
106839,20,20177,FFR,1,90,0.12,0.05
106840,20,20177,388,1,,,
106841,20,20177,272,4,1252,1.64,0.7
106842,20,20177,283,5,3049,3.99,1.7
106843,20,20177,890,2,,,
106844,20,20177,288,1,95,0.12,0.05
106845,20,20177,290,1,61,0.08,0.03
106846,20,20177,267,1,325,0.43,0.18
106847,20,20177,300,1,100,0.13,0.06
106848,20,20177,302,9,2002,2.62,1.12
106849,20,20177,500,30,11880,15.56,6.64
106850,20,20177,D71,1,300,0.39,0.17
106851,20,20177,355,10,1476,1.93,0.83
106852,20,20177,361,1,50,0.07,0.03
106853,20,20177,271,1,227,0.3,0.13
106854,20,20177,383,1,123,0.16,0.07
106855,20,20177,403,1,174,0.23,0.1
106856,20,20177,413,3,513,0.67,0.29
106857,20,20177,419,18,3254,4.26,1.82
106858,20,20177,891,1,278,0.36,0.16
106859,20,20177,435,1,150,0.2,0.08
106860,20,20177,443,2,640,0.84,0.36
106861,20,20177,FGN,1,,,
106862,20,20177,449,20,7361,9.64,4.11
106863,20,20177,454,1,,,
106864,20,20177,124,1,,,
106865,20,20177,237,1,68,0.09,0.04
106866,20,20177,467,4,866,1.13,0.48
106867,20,20177,469,1,100,0.13,0.06
106868,20,20179,019,1,0,0,0
106869,20,20179,056,0,1,0.06,0.04
106870,20,20179,081,4,1019,58.77,41.64
106871,20,20179,097,1,153,8.82,6.25
106872,20,20179,167,1,20,1.15,0.82
106873,20,20179,283,1,116,6.69,4.74
106874,20,20179,500,1,160,9.23,6.54
106875,20,20179,355,1,55,3.17,2.25
106876,20,20179,449,4,210,12.11,8.58
106877,20,20181,019,1,96,3.11,1.62
106878,20,20181,081,1,792,25.64,13.36
106879,20,20181,093,1,315,10.2,5.31
106880,20,20181,165,2,30,0.97,0.51
106881,20,20181,167,1,80,2.59,1.35
106882,20,20181,193,1,34,1.1,0.57
106883,20,20181,203,1,,,
106884,20,20181,272,2,308,9.97,5.2
106885,20,20181,255,1,110,3.56,1.86
106886,20,20181,500,3,520,16.83,8.77
106887,20,20181,413,1,63,2.04,1.06
106888,20,20181,449,2,741,23.99,12.5
106889,20,20183,081,1,136,6.2,3.81
106890,20,20183,093,3,122,5.57,3.42
106891,20,20183,097,1,41,1.87,1.15
106892,20,20183,165,2,277,12.64,7.76
106893,20,20183,203,1,,,
106894,20,20183,207,2,489,22.31,13.7
106895,20,20183,283,1,248,11.31,6.95
106896,20,20183,255,1,180,8.21,5.04
106897,20,20183,500,1,200,9.12,5.6
106898,20,20183,355,1,24,1.09,0.67
106899,20,20183,419,1,59,2.69,1.65
106900,20,20183,443,2,112,5.11,3.14
106901,20,20183,449,3,304,13.87,8.52
106902,20,20185,019,2,265,20.74,6.51
106903,20,20185,056,0,1,0.08,0.02
106904,20,20185,081,1,125,9.78,3.07
106905,20,20185,093,1,0,0,0
106906,20,20185,157,1,94,7.36,2.31
106907,20,20185,167,2,168,13.15,4.13
106908,20,20185,500,1,100,7.82,2.46
106909,20,20185,313,1,,,
106910,20,20185,419,1,84,6.57,2.06
106911,20,20185,449,4,441,34.51,10.83
106912,20,20187,081,1,523,41.51,25.1
106913,20,20187,165,1,67,5.32,3.21
106914,20,20187,500,1,40,3.17,1.92
106915,20,20187,419,1,51,4.05,2.45
106916,20,20187,449,2,432,34.29,20.73
106917,20,20187,467,1,147,11.67,7.05
106918,20,20189,053,1,125,4.56,2.38
106919,20,20189,081,1,350,12.76,6.67
106920,20,20189,097,1,321,11.71,6.11
106921,20,20189,123,1,74,2.7,1.41
106922,20,20189,151,1,245,8.94,4.67
106923,20,20189,165,1,62,2.26,1.18
106924,20,20189,167,1,120,4.38,2.29
106925,20,20189,328,2,240,8.75,4.57
106926,20,20189,500,2,230,8.39,4.38
106927,20,20189,419,4,492,17.94,9.37
106928,20,20189,449,2,483,17.61,9.2
106929,20,20191,003,1,180,1.75,0.8
106930,20,20191,019,6,1092,10.59,4.88
106931,20,20191,053,3,252,2.44,1.13
106932,20,20191,056,0,6,0.06,0.03
106933,20,20191,071,1,,,
106934,20,20191,081,4,2285,22.17,10.21
106935,20,20191,093,4,616,5.98,2.75
106936,20,20191,097,1,110,1.07,0.49
106937,20,20191,123,1,14,0.14,0.06
106938,20,20191,151,1,489,4.74,2.18
106939,20,20191,165,1,72,0.7,0.32
106940,20,20191,167,5,408,3.96,1.82
106941,20,20191,193,1,11,0.11,0.05
106942,20,20191,328,1,87,0.84,0.39
106943,20,20191,207,1,93,0.9,0.42
106944,20,20191,272,1,148,1.44,0.66
106945,20,20191,283,2,147,1.43,0.66
106946,20,20191,223,1,88,0.85,0.39
106947,20,20191,500,3,350,3.4,1.56
106948,20,20191,355,3,144,1.4,0.64
106949,20,20191,419,6,1289,12.5,5.76
106950,20,20191,449,11,2381,23.1,10.64
106951,20,20191,454,1,,,
106952,20,20191,467,1,46,0.45,0.21
106953,20,20193,019,1,109,2.46,1.37
106954,20,20193,053,1,200,4.52,2.52
106955,20,20193,056,0,2,0.05,0.03
106956,20,20193,063,1,,,
106957,20,20193,081,1,1200,27.13,15.13
106958,20,20193,093,1,0,0,0
106959,20,20193,151,1,245,5.54,3.09
106960,20,20193,167,1,68,1.54,0.86
106961,20,20193,193,1,25,0.57,0.32
106962,20,20193,207,1,75,1.7,0.95
106963,20,20193,FFR,1,100,2.26,1.26
106964,20,20193,272,1,70,1.58,0.88
106965,20,20193,283,1,207,4.68,2.61
106966,20,20193,500,6,624,14.11,7.87
106967,20,20193,355,1,47,1.06,0.59
106968,20,20193,419,1,6,0.14,0.08
106969,20,20193,449,2,1309,29.6,16.51
106970,20,20193,467,1,136,3.07,1.72
106971,20,20195,056,0,2,0.12,0.07
106972,20,20195,081,2,538,31.28,19.16
106973,20,20195,097,1,147,8.55,5.24
106974,20,20195,123,1,160,9.3,5.7
106975,20,20195,207,4,496,28.84,17.66
106976,20,20195,500,1,100,5.81,3.56
106977,20,20195,355,1,29,1.69,1.03
106978,20,20195,419,1,9,0.52,0.32
106979,20,20195,449,2,239,13.9,8.51
106980,20,20197,081,2,500,21.42,7.27
106981,20,20197,167,2,91,3.9,1.32
106982,20,20197,283,3,846,36.25,12.3
106983,20,20197,175,1,91,3.9,1.32
106984,20,20197,500,1,150,6.43,2.18
106985,20,20197,355,1,30,1.29,0.44
106986,20,20197,419,2,30,1.29,0.44
106987,20,20197,443,1,81,3.47,1.18
106988,20,20197,449,5,515,22.07,7.49
106989,20,20199,081,1,153,22.53,10.12
106990,20,20199,089,1,182,26.8,12.04
106991,20,20199,207,1,18,2.65,1.19
106992,20,20199,449,1,225,33.14,14.88
106993,20,20199,467,1,101,14.87,6.68
106994,20,20201,056,0,1,0.02,0.02
106995,20,20201,081,3,1640,36.43,29.66
106996,20,20201,097,2,346,7.69,6.26
106997,20,20201,145,1,,,
106998,20,20201,201,2,89,1.98,1.61
106999,20,20201,207,5,222,4.93,4.01
107000,20,20201,283,6,1431,31.79,25.88
107001,20,20201,255,2,168,3.73,3.04
107002,20,20201,355,3,175,3.89,3.16
107003,20,20201,419,1,49,1.09,0.89
107004,20,20201,449,3,381,8.46,6.89
107005,20,20203,019,1,44,5.66,2.04
107006,20,20203,053,1,40,5.15,1.86
107007,20,20203,081,2,413,53.15,19.19
107008,20,20203,216,1,,,
107009,20,20203,355,1,19,2.45,0.88
107010,20,20203,419,1,25,3.22,1.16
107011,20,20203,449,2,236,30.37,10.97
107012,20,20205,017,1,150,4.39,1.74
107013,20,20205,053,1,293,8.58,3.4
107014,20,20205,081,2,349,10.23,4.05
107015,20,20205,093,2,102,2.99,1.18
107016,20,20205,097,4,715,20.95,8.29
107017,20,20205,143,1,260,7.62,3.01
107018,20,20205,123,1,36,1.05,0.42
107019,20,20205,165,2,140,4.1,1.62
107020,20,20205,167,1,14,0.41,0.16
107021,20,20205,171,1,24,0.7,0.28
107022,20,20205,193,1,34,1,0.39
107023,20,20205,388,1,,,
107024,20,20205,272,1,154,4.51,1.79
107025,20,20205,500,1,300,8.79,3.48
107026,20,20205,413,1,43,1.26,0.5
107027,20,20205,419,2,190,5.57,2.2
107028,20,20205,449,7,577,16.91,6.69
107029,20,20205,467,1,32,0.94,0.37
107030,20,20207,081,1,207,32.6,6.65
107031,20,20207,097,1,24,3.78,0.77
107032,20,20207,193,1,37,5.83,1.19
107033,20,20207,355,1,28,4.41,0.9
107034,20,20207,419,1,71,11.18,2.28
107035,20,20207,449,3,268,42.2,8.6
107036,20,20209,003,8,2174,2.57,1.28
107037,20,20209,005,3,576,0.68,0.34
107038,20,20209,019,18,2914,3.45,1.72
107039,20,20209,033,1,,,
107040,20,20209,034,1,100,0.12,0.06
107041,20,20209,053,8,562,0.67,0.33
107042,20,20209,056,0,96,0.11,0.06
107043,20,20209,081,11,25471,30.15,15.05
107044,20,20209,089,2,480,0.57,0.28
107045,20,20209,093,8,421,0.5,0.25
107046,20,20209,097,3,714,0.85,0.42
107047,20,20209,101,1,350,0.41,0.21
107048,20,20209,F53,1,,,
107049,20,20209,123,4,980,1.16,0.58
107050,20,20209,127,1,,,
107051,20,20209,141,18,5010,5.93,2.96
107052,20,20209,145,2,,,
107053,20,20209,120,1,,,
107054,20,20209,151,2,1370,1.62,0.81
107055,20,20209,157,1,65,0.08,0.04
107056,20,20209,A47,1,,,
107057,20,20209,165,8,1249,1.48,0.74
107058,20,20209,167,5,776,0.92,0.46
107059,20,20209,173,3,,,
107060,20,20209,193,2,149,0.18,0.09
107061,20,20209,204,2,525,0.62,0.31
107062,20,20209,201,1,96,0.11,0.06
107063,20,20209,203,1,,,
107064,20,20209,207,1,116,0.14,0.07
107065,20,20209,263,2,172,0.2,0.1
107066,20,20209,221,2,150,0.18,0.09
107067,20,20209,FFR,1,90,0.11,0.05
107068,20,20209,388,4,,,
107069,20,20209,272,7,1900,2.25,1.12
107070,20,20209,283,6,498,0.59,0.29
107071,20,20209,288,1,333,0.39,0.2
107072,20,20209,267,1,95,0.11,0.06
107073,20,20209,223,2,184,0.22,0.11
107074,20,20209,301,2,1750,2.07,1.03
107075,20,20209,300,14,6236,7.38,3.68
107076,20,20209,302,15,5212,6.17,3.08
107077,20,20209,500,50,13292,15.73,7.85
107078,20,20209,D71,4,4314,5.11,2.55
107079,20,20209,339,1,,,
107080,20,20209,355,2,60,0.07,0.04
107081,20,20209,403,1,41,0.05,0.02
107082,20,20209,413,4,1129,1.34,0.67
107083,20,20209,419,27,2738,3.24,1.62
107084,20,20209,449,9,1774,2.1,1.05
107085,20,20209,454,1,,,
107086,20,20209,463,1,186,0.22,0.11
107087,20,20209,467,1,20,0.02,0.01
107088,20,20209,469,1,124,0.15,0.07
107089,21,21001,031,2,185,3.02,0.98
107090,21,21001,053,1,74,1.21,0.39
107091,21,21001,056,0,2,0.03,0.01
107092,21,21001,063,1,,,
107093,21,21001,075,4,,,
107094,21,21001,081,1,125,2.04,0.66
107095,21,21001,097,4,923,15.06,4.88
107096,21,21001,123,2,330,5.39,1.75
107097,21,21001,127,1,127,2.07,0.67
107098,21,21001,145,1,,,
107099,21,21001,165,5,498,8.13,2.63
107100,21,21001,167,2,155,2.53,0.82
107101,21,21001,500,4,450,7.34,2.38
107102,21,21001,355,1,15,0.24,0.08
107103,21,21001,413,1,134,2.19,0.71
107104,21,21001,419,10,1163,18.98,6.15
107105,21,21001,449,12,1947,31.77,10.3
107106,21,21003,003,1,126,1.79,0.61
107107,21,21003,053,1,21,0.3,0.1
107108,21,21003,056,0,4,0.06,0.02
107109,21,21003,081,1,211,2.99,1.02
107110,21,21003,145,4,,,
107111,21,21003,165,1,117,1.66,0.57
107112,21,21003,167,2,183,2.59,0.89
107113,21,21003,221,1,22,0.31,0.11
107114,21,21003,FHQ,3,676,9.58,3.28
107115,21,21003,500,3,1470,20.83,7.14
107116,21,21003,419,14,2362,33.47,11.47
107117,21,21003,449,10,1865,26.43,9.06
107118,21,21003,454,1,,,
107119,21,21005,053,1,100,0.77,0.42
107120,21,21005,056,0,4,0.03,0.02
107121,21,21005,081,1,485,3.76,2.03
107122,21,21005,093,3,996,7.71,4.18
107123,21,21005,097,9,3188,24.69,13.37
107124,21,21005,127,1,,,
107125,21,21005,167,3,355,2.75,1.49
107126,21,21005,300,1,500,3.87,2.1
107127,21,21005,500,3,440,3.41,1.84
107128,21,21005,329,1,60,0.46,0.25
107129,21,21005,339,1,,,
107130,21,21005,355,1,21,0.16,0.09
107131,21,21005,413,1,59,0.46,0.25
107132,21,21005,419,15,6325,48.98,26.52
107133,21,21005,449,2,380,2.94,1.59
107134,21,21005,454,1,,,
107135,21,21007,081,1,217,3.14,2.81
107136,21,21007,093,1,0,0,0
107137,21,21007,185,2,440,6.37,5.69
107138,21,21007,302,1,160,2.32,2.07
107139,21,21007,500,4,530,7.67,6.86
107140,21,21007,419,15,4910,71.06,63.54
107141,21,21007,449,8,653,9.45,8.45
107142,21,21009,031,6,660,3.45,1.48
107143,21,21009,053,2,186,0.97,0.42
107144,21,21009,056,0,4,0.02,0.01
107145,21,21009,081,1,1404,7.34,3.16
107146,21,21009,093,1,250,1.31,0.56
107147,21,21009,097,3,515,2.69,1.16
107148,21,21009,123,1,40,0.21,0.09
107149,21,21009,127,3,119,0.62,0.27
107150,21,21009,146,1,,,
107151,21,21009,151,1,495,2.59,1.11
107152,21,21009,165,4,195,1.02,0.44
107153,21,21009,167,12,1663,8.7,3.74
107154,21,21009,185,3,583,3.05,1.31
107155,21,21009,272,1,256,1.34,0.58
107156,21,21009,267,1,102,0.53,0.23
107157,21,21009,223,1,113,0.59,0.25
107158,21,21009,301,1,250,1.31,0.56
107159,21,21009,302,2,250,1.31,0.56
107160,21,21009,500,6,1270,6.64,2.85
107161,21,21009,355,1,97,0.51,0.22
107162,21,21009,413,1,82,0.43,0.18
107163,21,21009,419,21,8631,45.14,19.4
107164,21,21009,449,14,1879,9.83,4.22
107165,21,21009,454,1,,,
107166,21,21009,467,1,78,0.41,0.18
107167,21,21011,031,5,747,15.38,5.86
107168,21,21011,053,1,43,0.89,0.34
107169,21,21011,056,0,1,0.02,0.01
107170,21,21011,081,1,22,0.45,0.17
107171,21,21011,093,4,0,0,0
107172,21,21011,097,4,668,13.75,5.24
107173,21,21011,123,9,1422,29.27,11.15
107174,21,21011,127,2,150,3.09,1.18
107175,21,21011,151,1,360,7.41,2.82
107176,21,21011,167,3,156,3.21,1.22
107177,21,21011,223,1,115,2.37,0.9
107178,21,21011,500,5,750,15.44,5.88
107179,21,21011,419,3,336,6.92,2.64
107180,21,21011,449,1,88,1.81,0.69
107181,21,21013,005,1,100,0.49,0.41
107182,21,21013,019,1,263,1.29,1.09
107183,21,21013,053,1,76,0.37,0.32
107184,21,21013,056,0,1,0,0
107185,21,21013,081,2,359,1.76,1.49
107186,21,21013,093,1,0,0,0
107187,21,21013,127,4,176,0.86,0.73
107188,21,21013,145,2,,,
107189,21,21013,146,3,,,
107190,21,21013,165,1,38,0.19,0.16
107191,21,21013,167,1,75,0.37,0.31
107192,21,21013,193,1,46,0.23,0.19
107193,21,21013,291,2,149,0.73,0.62
107194,21,21013,302,4,450,2.21,1.87
107195,21,21013,500,5,1674,8.21,6.95
107196,21,21013,355,1,23,0.11,0.1
107197,21,21013,356,1,31,0.15,0.13
107198,21,21013,403,1,55,0.27,0.23
107199,21,21013,413,1,36,0.18,0.15
107200,21,21013,419,41,16097,78.92,66.8
107201,21,21013,449,6,748,3.67,3.1
107202,21,21013,454,2,,,
107203,21,21015,FG3,1,,,
107204,21,21015,053,2,868,1.5,0.64
107205,21,21015,056,0,17,0.03,0.01
107206,21,21015,081,6,21560,37.28,15.86
107207,21,21015,089,1,88,0.15,0.06
107208,21,21015,093,7,621,1.07,0.46
107209,21,21015,097,4,3791,6.55,2.79
107210,21,21015,127,2,557,0.96,0.41
107211,21,21015,151,2,1260,2.18,0.93
107212,21,21015,157,1,0,0,0
107213,21,21015,165,3,892,1.54,0.66
107214,21,21015,167,4,440,0.76,0.32
107215,21,21015,193,1,57,0.1,0.04
107216,21,21015,203,1,,,
107217,21,21015,272,2,606,1.05,0.45
107218,21,21015,283,2,107,0.18,0.08
107219,21,21015,255,2,1104,1.91,0.81
107220,21,21015,267,1,670,1.16,0.49
107221,21,21015,500,9,1460,2.52,1.07
107222,21,21015,313,1,,,
107223,21,21015,355,2,206,0.36,0.15
107224,21,21015,419,24,20818,35.99,15.31
107225,21,21015,449,3,2159,3.73,1.59
107226,21,21015,454,1,,,
107227,21,21015,463,1,430,0.74,0.32
107228,21,21015,467,1,0,0,0
107229,21,21015,469,1,127,0.22,0.09
107230,21,21017,003,1,150,1.65,0.74
107231,21,21017,053,1,400,4.4,1.98
107232,21,21017,056,0,1,0.01,0
107233,21,21017,FE8,1,,,
107234,21,21017,081,1,730,8.03,3.6
107235,21,21017,093,6,1036,11.4,5.12
107236,21,21017,097,4,564,6.21,2.78
107237,21,21017,101,1,160,1.76,0.79
107238,21,21017,123,2,226,2.49,1.12
107239,21,21017,127,3,22,0.24,0.11
107240,21,21017,151,1,450,4.95,2.22
107241,21,21017,165,4,171,1.88,0.84
107242,21,21017,167,2,143,1.57,0.71
107243,21,21017,193,1,106,1.17,0.52
107244,21,21017,F26,1,,,
107245,21,21017,500,1,150,1.65,0.74
107246,21,21017,355,3,147,1.62,0.73
107247,21,21017,364,1,234,2.58,1.16
107248,21,21017,419,6,3513,38.66,17.35
107249,21,21017,449,7,884,9.73,4.37
107250,21,21017,454,1,,,
107251,21,21019,003,1,76,0.3,0.16
107252,21,21019,053,1,120,0.48,0.25
107253,21,21019,056,0,8,0.03,0.02
107254,21,21019,081,1,950,3.76,1.97
107255,21,21019,093,1,448,1.77,0.93
107256,21,21019,097,3,353,1.4,0.73
107257,21,21019,123,3,2046,8.11,4.24
107258,21,21019,127,4,770,3.05,1.6
107259,21,21019,151,1,540,2.14,1.12
107260,21,21019,165,10,1419,5.62,2.94
107261,21,21019,167,2,113,0.45,0.23
107262,21,21019,FFW,1,,,
107263,21,21019,193,1,104,0.41,0.22
107264,21,21019,FFX,1,61,0.24,0.13
107265,21,21019,265,2,,,
107266,21,21019,272,1,168,0.67,0.35
107267,21,21019,283,1,220,0.87,0.46
107268,21,21019,223,12,1322,5.24,2.74
107269,21,21019,302,1,126,0.5,0.26
107270,21,21019,500,10,1998,7.92,4.14
107271,21,21019,355,2,170,0.67,0.35
107272,21,21019,403,1,0,0,0
107273,21,21019,413,1,116,0.46,0.24
107274,21,21019,419,25,10309,40.84,21.36
107275,21,21019,449,10,3626,14.36,7.51
107276,21,21019,454,2,,,
107277,21,21019,467,3,180,0.71,0.37
107278,21,21021,003,2,226,1,0.74
107279,21,21021,031,1,14,0.06,0.05
107280,21,21021,053,2,240,1.06,0.78
107281,21,21021,056,0,14,0.06,0.05
107282,21,21021,081,2,1167,5.17,3.81
107283,21,21021,093,3,493,2.18,1.61
107284,21,21021,097,3,889,3.94,2.9
107285,21,21021,123,2,350,1.55,1.14
107286,21,21021,127,4,870,3.85,2.84
107287,21,21021,151,1,495,2.19,1.62
107288,21,21021,165,1,98,0.43,0.32
107289,21,21021,167,5,405,1.79,1.32
107290,21,21021,193,1,207,0.92,0.68
107291,21,21021,FFR,1,100,0.44,0.33
107292,21,21021,272,1,164,0.73,0.54
107293,21,21021,283,1,65,0.29,0.21
107294,21,21021,291,1,237,1.05,0.77
107295,21,21021,267,1,102,0.45,0.33
107296,21,21021,300,1,1000,4.43,3.27
107297,21,21021,302,1,60,0.27,0.2
107298,21,21021,500,4,740,3.28,2.42
107299,21,21021,339,1,,,
107300,21,21021,355,2,367,1.63,1.2
107301,21,21021,356,1,205,0.91,0.67
107302,21,21021,403,1,121,0.54,0.4
107303,21,21021,413,1,66,0.29,0.22
107304,21,21021,419,27,12450,55.13,40.67
107305,21,21021,449,7,1409,6.24,4.6
107306,21,21021,454,1,,,
107307,21,21021,467,1,28,0.12,0.09
107308,21,21023,284,1,,,
107309,21,21023,053,1,16,0.44,0.19
107310,21,21023,081,2,859,23.87,10.23
107311,21,21023,093,1,0,0,0
107312,21,21023,097,8,1121,31.15,13.35
107313,21,21023,165,1,0,0,0
107314,21,21023,355,2,82,2.28,0.98
107315,21,21023,419,7,1072,29.79,12.76
107316,21,21023,449,4,431,11.98,5.13
107317,21,21023,467,1,18,0.5,0.21
107318,21,21025,053,1,33,1.36,0.24
107319,21,21025,056,0,3,0.12,0.02
107320,21,21025,071,1,,,
107321,21,21025,081,1,31,1.28,0.23
107322,21,21025,244,2,,,
107323,21,21025,097,1,120,4.94,0.87
107324,21,21025,123,1,400,16.47,2.92
107325,21,21025,127,1,99,4.08,0.72
107326,21,21025,167,1,25,1.03,0.18
107327,21,21025,183,3,145,5.97,1.06
107328,21,21025,203,1,,,
107329,21,21025,500,4,400,16.47,2.92
107330,21,21025,F35,0,1,0.04,0.01
107331,21,21025,329,1,40,1.65,0.29
107332,21,21025,355,1,38,1.56,0.28
107333,21,21025,413,1,37,1.52,0.27
107334,21,21025,419,4,391,16.1,2.85
107335,21,21025,449,5,666,27.42,4.85
107336,21,21027,031,3,489,4.51,2.39
107337,21,21027,056,0,1,0.01,0
107338,21,21027,081,5,2914,26.9,14.26
107339,21,21027,097,1,145,1.34,0.71
107340,21,21027,123,1,70,0.65,0.34
107341,21,21027,127,1,11,0.1,0.05
107342,21,21027,167,2,72,0.66,0.35
107343,21,21027,185,6,377,3.48,1.85
107344,21,21027,272,1,174,1.61,0.85
107345,21,21027,291,1,63,0.58,0.31
107346,21,21027,F31,1,86,0.79,0.42
107347,21,21027,500,6,1160,10.71,5.68
107348,21,21027,419,16,3410,31.48,16.69
107349,21,21027,449,19,1697,15.67,8.31
107350,21,21027,467,2,163,1.5,0.8
107351,21,21029,053,5,417,1.7,0.51
107352,21,21029,056,0,3,0.01,0
107353,21,21029,081,3,2723,11.11,3.31
107354,21,21029,082,1,55,0.22,0.07
107355,21,21029,353,1,,,
107356,21,21029,093,1,95,0.39,0.12
107357,21,21029,097,3,573,2.34,0.7
107358,21,21029,127,2,361,1.47,0.44
107359,21,21029,145,4,,,
107360,21,21029,151,1,450,1.84,0.55
107361,21,21029,165,8,320,1.31,0.39
107362,21,21029,167,4,263,1.07,0.32
107363,21,21029,263,1,96,0.39,0.12
107364,21,21029,272,3,962,3.93,1.17
107365,21,21029,283,1,141,0.58,0.17
107366,21,21029,302,1,180,0.73,0.22
107367,21,21029,500,15,2672,10.91,3.25
107368,21,21029,355,1,135,0.55,0.16
107369,21,21029,419,32,13684,55.86,16.64
107370,21,21029,449,6,1369,5.59,1.67
107371,21,21031,031,1,113,1.19,0.91
107372,21,21031,053,1,12,0.13,0.1
107373,21,21031,081,1,100,1.05,0.81
107374,21,21031,151,1,540,5.7,4.37
107375,21,21031,165,1,39,0.41,0.32
107376,21,21031,167,11,540,5.7,4.37
107377,21,21031,185,3,52,0.55,0.42
107378,21,21031,231,1,240,2.53,1.94
107379,21,21031,302,1,150,1.58,1.21
107380,21,21031,500,1,1200,12.66,9.7
107381,21,21031,355,2,30,0.32,0.24
107382,21,21031,419,25,6152,64.88,49.73
107383,21,21031,449,5,314,3.31,2.54
107384,21,21033,016,1,120,0.97,0.95
107385,21,21033,031,1,67,0.54,0.53
107386,21,21033,081,1,218,1.77,1.72
107387,21,21033,093,1,228,1.85,1.8
107388,21,21033,097,1,146,1.18,1.15
107389,21,21033,101,1,76,0.62,0.6
107390,21,21033,151,1,225,1.83,1.78
107391,21,21033,167,1,110,0.89,0.87
107392,21,21033,185,2,361,2.93,2.85
107393,21,21033,302,3,570,4.63,4.51
107394,21,21033,500,3,350,2.84,2.77
107395,21,21033,355,1,166,1.35,1.31
107396,21,21033,419,22,9025,73.24,71.35
107397,21,21033,449,4,661,5.36,5.23
107398,21,21033,454,1,,,
107399,21,21035,031,1,42,0.18,0.11
107400,21,21035,053,1,700,3.08,1.89
107401,21,21035,055,1,,,
107402,21,21035,056,0,13,0.06,0.04
107403,21,21035,081,1,1078,4.74,2.91
107404,21,21035,093,1,150,0.66,0.4
107405,21,21035,097,1,99,0.43,0.27
107406,21,21035,151,2,900,3.95,2.43
107407,21,21035,D59,1,,,
107408,21,21035,165,2,34,0.15,0.09
107409,21,21035,167,17,2514,11.05,6.78
107410,21,21035,185,3,300,1.32,0.81
107411,21,21035,193,1,132,0.58,0.36
107412,21,21035,272,2,254,1.12,0.68
107413,21,21035,283,1,153,0.67,0.41
107414,21,21035,267,1,64,0.28,0.17
107415,21,21035,302,4,470,2.07,1.27
107416,21,21035,500,3,1000,4.39,2.7
107417,21,21035,339,2,,,
107418,21,21035,355,2,127,0.56,0.34
107419,21,21035,413,1,58,0.25,0.16
107420,21,21035,419,33,11653,51.2,31.41
107421,21,21035,449,14,3019,13.26,8.14
107422,21,21035,454,1,,,
107423,21,21037,F01,1,,,
107424,21,21037,053,1,93,0.2,0.1
107425,21,21037,056,0,8,0.02,0.01
107426,21,21037,081,13,25620,54.65,27.53
107427,21,21037,093,1,62,0.13,0.07
107428,21,21037,097,6,1589,3.39,1.71
107429,21,21037,123,1,44,0.09,0.05
107430,21,21037,127,6,897,1.91,0.96
107431,21,21037,146,1,,,
107432,21,21037,151,1,450,0.96,0.48
